country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	last.observed
1500	Low-income countries	28.6132	30.9402	34.5949	35.6955	36.7989	37.2695	37.6088	36.9309	37.1653	38.5721	38.9657	39.2238	39.523	39.5621	40.2113	40.2277	40.0529	40.7799	41.1752	41.4319	41.7801	42.3331	41.9237	42.901	42.9546	43.2058	43.8596	44.1576	44.2466	44.6524	44.9318	45.1714	45.1591	43.6765	43.0951	43.5793	44.5511	44.9518	44.0128	46.6263	46.5127	46.5021	46.228	47.1059	45.0289	48.2978	48.4405	48.9077	47.8418	49.5745	50.9331	51.4987	52.0072	52.9929	53.5347	54.1098	54.9626	55.6026	56.1972	56.8878	57.4451	58.0227	58.2655	58.5604	58.9486	59.3782	59.8634	60.2402	60.5305	61.0047	60.5734	60.0041	2021
1518	No income group available	48.9335	49.5471	50.2604	50.9643	51.4857	52.7154	53.378	53.7947	54.573	55.5719	56.411	57.3217	57.3139	58.0286	58.4538	58.9765	59.4533	60.145	60.6657	61.0662	61.9762	62.6148	63.0341	63.5615	64.1602	64.4768	65.1753	65.3349	65.607	65.8507	65.9865	66.7344	67.0027	67.4942	67.8803	68.0698	68.5415	68.5326	68.7191	68.6477	69.1366	69.2375	69.2342	69.185	69.009	69.3678	69.3923	69.8728	69.6172	69.2005	68.9863	67.4702	69.1085	68.2333	68.8857	69.076	68.843	69.0792	68.296	68.498	68.8912	68.9639	68.9357	69.2829	68.8873	69.044	67.7892	67.9708	67.8744	68.082	66.8155	66.3502	2021
903	Africa	36.4357	36.7294	37.2227	37.6871	37.9474	38.4305	38.7578	38.5864	38.8595	39.8133	39.8999	40.2362	40.8082	41.2961	41.7487	41.9293	41.9364	41.9889	42.4709	42.6661	43.2338	43.7981	43.8589	44.6581	44.9762	45.3931	46.049	46.5192	46.8487	47.3989	47.7995	48.2095	48.5315	47.7923	47.8603	48.251	48.7092	48.8938	48.3741	49.7988	49.6772	49.6006	49.3088	49.5904	48.4664	50.2901	50.3247	50.5382	50.0682	51.0268	51.825	52.1712	52.5452	53.0119	53.4897	54.043	54.7098	55.2588	55.8181	56.4586	57.0254	57.5972	58.1182	58.5287	58.9347	59.3193	59.7679	60.1481	60.4852	60.8133	60.2945	59.7009	2021
910	Eastern Africa	37.0532	37.3328	37.5979	38.0779	38.5022	38.9642	39.3482	37.9631	38.2647	40.5371	40.9916	41.4735	41.8964	42.027	42.7171	42.5998	41.9225	42.8203	43.0811	43.2239	43.4878	43.7844	42.6919	43.97	43.6162	43.7759	44.4959	44.6772	44.6628	45.267	45.5576	45.8389	45.9445	43.7556	43.3852	43.9439	44.2763	45.7197	44.9693	46.3023	46.0573	45.3888	45.1872	45.8758	41.7301	46.9408	47.1636	47.3749	46.6016	47.9761	49.1309	49.6961	50.4432	51.3458	52.1714	52.9304	53.7389	54.4719	55.2037	55.9844	56.657	57.413	58.1638	58.8128	59.3367	59.8469	60.3629	60.8297	61.2433	61.6644	61.1843	60.3948	2021
108	Burundi	39.2465	39.3452	39.5682	39.8589	40.0997	40.3879	40.5642	40.88	41.0301	41.3044	41.5331	41.8043	42.1016	42.3581	42.5429	40.0875	42.1551	41.9117	41.9795	41.3789	41.6901	41.6249	23.209	35.3603	41.7408	41.7962	41.8368	42.1136	42.368	43.1438	43.8973	44.9232	45.88	46.6671	47.0091	46.9712	46.5027	45.7296	40.6011	43.7855	43.0108	42.5395	42.4742	34.9839	42.5208	42.257	42.4347	43.5214	44.6215	45.6991	45.2718	46.1268	47.9017	49.0719	50.3741	51.3868	52.2906	53.2795	53.9626	54.7717	55.7138	56.3959	57.0856	57.7755	58.3498	58.2256	59.0883	59.7637	59.8207	60.3389	59.465	59.7112	2021
174	Comoros	36.2364	33.619	36.5948	36.9281	37.2487	37.5937	37.833	38.2224	38.5249	38.9465	39.3454	39.7404	40.2249	40.5134	40.9173	41.4282	41.7329	42.1042	42.519	42.9347	43.3935	43.9154	44.4795	45.0499	45.6829	44.9092	46.7617	47.3432	47.9525	48.6232	49.2475	49.8073	50.4788	50.9421	51.6117	52.2193	52.803	53.2801	53.9469	54.1238	54.9616	55.3621	55.8071	56.2054	56.6394	56.8189	57.1226	56.7597	56.8983	57.2673	57.309	57.6897	57.5787	57.758	57.804	57.8946	58.2167	58.3332	58.7992	58.9434	59.324	59.56	60.0107	60.2273	60.6333	60.8114	61.2877	61.4549	61.8082	62.0091	61.9752	61.2453	2021
262	Djibouti	38.6797	38.8971	39.1194	39.4803	39.7195	39.9206	40.2039	40.4983	40.7727	41.1519	41.6249	41.827	42.1486	42.4474	42.7696	43.1944	43.5504	43.9204	44.5119	45.047	45.6362	45.5126	46.5925	47.1174	47.5343	47.9699	48.1307	48.5933	49.0599	49.5338	49.9976	50.2902	50.9016	51.3134	51.7888	52.1958	52.5185	52.9347	53.2981	53.4368	53.5243	52.7031	51.2439	53.8676	53.6513	54.5421	54.4591	54.2669	54.6808	54.7587	55.1111	55.3785	55.7593	56.0046	56.2751	56.4922	57.0406	57.0843	57.5144	57.9099	58.3031	58.5069	58.6865	59.266	59.2855	59.6947	59.9387	60.3543	60.5895	60.6953	60.0711	59.7276	2021
232	Eritrea	31.281	31.5596	31.8377	32.1649	32.5842	33.0079	33.4228	33.9613	34.3788	34.9352	35.4169	35.932	36.3284	36.7348	37.2101	37.5823	37.9238	38.0717	38.3685	38.8209	39.1569	39.5799	39.9627	40.3843	39.9359	39.4847	39.8449	40.274	40.8027	41.2281	42.2424	42.659	42.2366	42.8034	43.2474	43.5523	44.8817	44.8249	45.5595	45.2439	47.688	48.4796	51.0592	51.9101	52.7307	53.6167	54.3558	54.8103	42.5416	35.825	53.8164	56.5568	57.1287	57.623	58.22	58.7827	59.9072	60.3985	60.9058	61.5292	61.9764	62.4274	62.9645	63.1812	63.5559	64.0216	64.2129	64.5523	64.947	65.2159	64.8623	64.3495	2021
231	Ethiopia	34.25	34.488	34.7628	35.1632	35.4379	35.8602	36.2272	30.5689	31.1179	37.6134	38.091	38.7316	39.1538	39.7091	39.9594	40.2244	38.0806	40.4986	40.6498	40.6394	40.7161	40.7355	39.4841	39.5242	37.4649	37.236	39.4355	39.4433	39.4099	40.5192	40.9999	41.3908	41.4838	34.227	34.6082	35.6899	36.1968	43.6389	43.1591	43.0679	42.47	44.4563	45.5674	46.1132	46.6553	47.2115	47.9983	48.5403	48.9394	48.1069	49.8845	50.448	50.7308	51.649	52.2469	52.7284	53.8225	54.8631	55.8538	56.7646	57.7197	58.6746	59.3971	59.9949	60.5785	61.126	61.6278	62.2883	62.606	63.051	62.5173	61.91	2021
404	Kenya	37.6019	37.7919	37.222	38.5787	39.9426	41.176	42.3615	44.525	45.5096	46.4204	47.2895	48.1268	48.8266	49.3944	49.9218	50.2607	50.6934	51.0673	51.3095	51.7287	52.0956	52.547	53.16	53.9892	54.1249	54.6566	54.5041	54.877	55.2122	56.1481	57.0501	58.9919	59.0137	59.2984	59.1633	58.8512	58.6387	58.4366	57.8259	57.3367	56.7439	56.0382	55.1383	54.5931	54.3107	53.7674	53.3262	53.0535	52.9193	53.0087	53.1624	53.3407	53.8602	54.4713	55.2249	56.1072	56.8046	57.4733	57.9729	58.5208	58.9016	59.0953	59.1692	59.5756	59.6887	59.6929	60.149	60.0933	60.2875	60.6781	60.3723	58.9354	2021
