country_code	name	age	1950-1955	1955-1960	1960-1965	1965-1970	1970-1975	1975-1980	1980-1985	1985-1990	1990-1995	1995-2000	2000-2005	2005-2010	2010-2015	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	65	0.04107097	0.03777298	0.03535001	0.03204815	0.02998701	0.02721649	0.02616147	0.02431408	0.02293285	0.02204822	0.02046117	0.01885896	0.01737764	0.01596379	0.0167885	0.01433756	0.01323873	0.0125358	0.01223668	0.01183956	0.01129604	0.01084827	0.01074336	0.01052452	0.01023532	0.00986226	0.00953746	0.00949057	0.00934691	0.00902727
900	World	70	0.06399546	0.05910595	0.055584	0.05067715	0.04730329	0.04295795	0.04052449	0.03872686	0.03660349	0.03470652	0.03261786	0.03039212	0.02805069	0.02573981	0.02634784	0.02272376	0.02174128	0.02026302	0.01928567	0.01883967	0.01823787	0.01747175	0.01685304	0.01671975	0.0164081	0.01599578	0.01545199	0.01498651	0.01495755	0.01476595
900	World	75	0.09989446	0.09251853	0.08715396	0.08067742	0.07521694	0.0682079	0.0645327	0.0606059	0.05880221	0.05520697	0.0513751	0.04830277	0.04497312	0.0418611	0.04192515	0.03622813	0.03487899	0.03348445	0.03145507	0.03009169	0.0294646	0.02855951	0.0274728	0.02659576	0.0263747	0.02589403	0.02526164	0.02443563	0.0237515	0.02373601
900	World	80	0.15429133	0.14336839	0.13522513	0.12682996	0.11950385	0.10968368	0.10416243	0.09805967	0.09404858	0.09126755	0.08417533	0.0790651	0.07423565	0.0689978	0.07052865	0.06124517	0.05815584	0.05643453	0.05418675	0.05146522	0.04940185	0.04827884	0.04672606	0.0451091	0.04373992	0.04314716	0.04224659	0.0411624	0.03983336	0.03875038
900	World	85	0.22949444	0.21481492	0.20286999	0.19280484	0.18286981	0.17074341	0.16274679	0.15435827	0.1486515	0.14379063	0.13753441	0.12753847	0.11987618	0.11244497	0.11424952	0.10296764	0.0974269	0.0935794	0.09120093	0.08765997	0.08387707	0.08069799	0.07871619	0.07607025	0.07342244	0.07107475	0.06957403	0.06768369	0.06559254	0.06324448
900	World	90	0.32159089	0.30636635	0.28881509	0.27750093	0.26682414	0.25197532	0.24246306	0.23228619	0.22604727	0.22161982	0.21326637	0.20416938	0.19122805	0.18070666	0.17979716	0.16824618	0.162866	0.15583722	0.1513404	0.14822239	0.14260325	0.13790117	0.13329539	0.12988123	0.12510719	0.12095291	0.11731431	0.11399285	0.11024521	0.10644714
900	World	95	0.43380943	0.40813246	0.38869848	0.37726658	0.37061233	0.35544631	0.34337337	0.33386967	0.32644412	0.32358837	0.31871052	0.30620678	0.29737821	0.28076049	0.27904339	0.26854022	0.26237767	0.25618828	0.24864965	0.24437551	0.2402375	0.23262411	0.22816998	0.22215772	0.2168249	0.20963406	0.20386076	0.19856165	0.19234642	0.18613343
900	World	100+	0.54342537	0.51810421	0.49860072	0.49812464	0.495856	0.48082581	0.46918502	0.45793548	0.45229283	0.44868378	0.45088302	0.4478922	0.43988807	0.42375931	0.41220703	0.40076433	0.39139222	0.38453818	0.37858184	0.37448128	0.36987208	0.36353201	0.35597927	0.35217782	0.34625131	0.34002781	0.33349938	0.32694072	0.31998311	0.31281832
1834	Sub-Saharan Africa	0	0.18356608	0.17147721	0.15741488	0.14892957	0.14000242	0.12921995	0.12148781	0.1146472	0.10836769	0.10073704	0.08717965	0.07221252	0.06073774	0.05257488	0.04559375	0.04132956	0.03712753	0.03350866	0.03031419	0.02750655	0.02508362	0.0229829	0.02114692	0.01948238	0.01797312	0.01665409	0.01549607	0.01450541	0.01365539	0.01289838
1834	Sub-Saharan Africa	1	0.04370156	0.0397959	0.03549477	0.03291452	0.03006326	0.02647464	0.02424612	0.02235167	0.02044075	0.01818644	0.01453629	0.01087887	0.00833656	0.00673582	0.0056295	0.00528471	0.00481543	0.00437752	0.00396573	0.00358769	0.00324676	0.00293358	0.00265248	0.00239992	0.00216339	0.00195241	0.00175983	0.0015941	0.00144932	0.00131818
1834	Sub-Saharan Africa	5	0.01061676	0.0099539	0.00912575	0.0086607	0.00811468	0.00723875	0.00688616	0.00662841	0.00634801	0.00612595	0.00562356	0.00481844	0.00404107	0.00355563	0.00311699	0.0028655	0.00259036	0.00233662	0.00209538	0.00187601	0.00167694	0.00149786	0.00133564	0.00119543	0.00106925	0.00095237	0.00084854	0.00075785	0.00067854	0.00060716
1834	Sub-Saharan Africa	10	0.00586396	0.00556172	0.00506794	0.00478345	0.0045219	0.00404762	0.00384804	0.00379043	0.00371906	0.00348633	0.00313723	0.00270767	0.00228437	0.00199328	0.00176489	0.00164141	0.0014873	0.00135049	0.00122527	0.00110931	0.00100389	0.00090727	0.00081933	0.00074075	0.00067244	0.00061047	0.00055316	0.00050342	0.00045884	0.00041854
1834	Sub-Saharan Africa	15	0.00642221	0.00611012	0.00570158	0.00536637	0.00506214	0.00454682	0.00426468	0.00419885	0.00442002	0.00423689	0.00394296	0.00343012	0.00289488	0.00253735	0.00226741	0.00210623	0.00192654	0.00174386	0.00158769	0.00144995	0.0013243	0.00120911	0.00110233	0.00100672	0.00092117	0.00084577	0.00077792	0.00071606	0.00066113	0.00061027
1834	Sub-Saharan Africa	20	0.00777941	0.00735976	0.00690932	0.00655427	0.00613184	0.00551216	0.00515763	0.00508835	0.00541446	0.0055118	0.00549074	0.00478247	0.0038095	0.00323658	0.00290309	0.00268769	0.0024682	0.00225274	0.00204646	0.00187523	0.00172551	0.00158742	0.00145848	0.00134065	0.00123515	0.00113945	0.00105518	0.00097974	0.00090979	0.00084602
1834	Sub-Saharan Africa	25	0.00910182	0.00856577	0.00803168	0.00765452	0.00718604	0.00644361	0.00601862	0.00602753	0.00645344	0.00678859	0.00728615	0.00639592	0.00488901	0.0039675	0.00353996	0.00328107	0.00301517	0.00276654	0.00253245	0.00231359	0.00213194	0.00197065	0.00181841	0.00167765	0.00154865	0.00143135	0.0013248	0.00123114	0.00114598	0.0010653
1834	Sub-Saharan Africa	30	0.01032153	0.00971666	0.00909895	0.00868003	0.00818464	0.00736845	0.00688916	0.00692092	0.00756765	0.00793021	0.0087705	0.00776492	0.00590598	0.0047772	0.00425176	0.00391332	0.00360223	0.00331014	0.00305063	0.00280772	0.00257878	0.0023845	0.00220773	0.0020423	0.00188863	0.00174612	0.00161587	0.00149754	0.00139179	0.00129333
1834	Sub-Saharan Africa	35	0.0116601	0.01099841	0.01032662	0.00985628	0.00931007	0.00844908	0.00795568	0.00797634	0.00874754	0.00917206	0.009918	0.00907367	0.00700364	0.00576444	0.00524902	0.00473673	0.00436954	0.00403251	0.00372977	0.00346616	0.0032126	0.00296831	0.00275597	0.00256333	0.00238235	0.00221296	0.00205415	0.00190816	0.00177301	0.00164915
1834	Sub-Saharan Africa	40	0.01283633	0.01215445	0.01146352	0.01100627	0.01041532	0.00955138	0.00910762	0.00919435	0.00993329	0.01038282	0.01089013	0.01012339	0.00822314	0.00698749	0.00658427	0.00589273	0.00545011	0.00506583	0.00472082	0.00441752	0.00414993	0.0038858	0.003626	0.00339913	0.00319225	0.00299774	0.00281233	0.00263565	0.00246919	0.00231125
1834	Sub-Saharan Africa	45	0.01407754	0.01340885	0.01267021	0.01222183	0.01160914	0.01069549	0.01028702	0.0104806	0.01114123	0.01167567	0.01215657	0.01127541	0.00950991	0.00827038	0.0081061	0.00716607	0.00670537	0.00626559	0.00588114	0.00553742	0.00522691	0.00494803	0.00466466	0.0043829	0.00413474	0.00390829	0.00369101	0.00347934	0.00327391	0.0030771
1834	Sub-Saharan Africa	50	0.01760616	0.0168546	0.01598357	0.01544871	0.01473111	0.01365803	0.01320747	0.01347594	0.01412734	0.0146189	0.0149713	0.01411609	0.01218803	0.01085169	0.01103973	0.00964343	0.0091485	0.0086614	0.00819114	0.00777406	0.00738567	0.00702796	0.00670385	0.00637089	0.00603162	0.00573228	0.00545175	0.00517581	0.00490202	0.00463265
1834	Sub-Saharan Africa	55	0.02361339	0.02266442	0.02152602	0.02084214	0.01987061	0.01844178	0.01786843	0.01812981	0.01887403	0.01928551	0.01932099	0.01828341	0.01621783	0.01462122	0.01528997	0.01316665	0.01262986	0.01208051	0.01152233	0.01096631	0.01045466	0.0099719	0.0095234	0.00911662	0.00868983	0.00824492	0.00784196	0.00745622	0.00707455	0.00669347
1834	Sub-Saharan Africa	60	0.03502726	0.03371642	0.03211058	0.03111568	0.02970997	0.02762776	0.02678092	0.02693172	0.02778069	0.02820431	0.02786862	0.02620439	0.02359568	0.02168916	0.0230901	0.01971246	0.01904737	0.01843476	0.0177306	0.01698884	0.01623291	0.01554673	0.01489317	0.01427923	0.01372098	0.01312813	0.01248156	0.01189048	0.0113237	0.01076092
1834	Sub-Saharan Africa	65	0.0527885	0.05097854	0.04884493	0.04745208	0.04535905	0.04241938	0.04119093	0.04123667	0.04187806	0.04208984	0.04136409	0.03887891	0.03565805	0.03309889	0.03569251	0.03059714	0.02960096	0.02878825	0.02803337	0.02701874	0.0259227	0.02485966	0.02391876	0.02300598	0.02212646	0.0213267	0.02046011	0.01949249	0.01861657	0.01777702
1834	Sub-Saharan Africa	70	0.08120126	0.07882965	0.07593862	0.07414026	0.07115048	0.06679931	0.06495136	0.06452166	0.06458807	0.06382719	0.06198398	0.05889956	0.0549793	0.05184827	0.05562054	0.04856704	0.04721116	0.04584723	0.04477054	0.0437326	0.04211988	0.04047063	0.03894758	0.03763126	0.03630609	0.03498749	0.03378151	0.03247467	0.03100826	0.02969227
1834	Sub-Saharan Africa	75	0.12091218	0.11770687	0.11379249	0.11150383	0.10773693	0.10178716	0.09916701	0.09806184	0.09694887	0.09539142	0.09169301	0.08767403	0.08363069	0.07977157	0.08439932	0.07517937	0.07380996	0.07206683	0.0701352	0.06864053	0.06720603	0.06475437	0.06231143	0.06016954	0.05837285	0.05648236	0.05452487	0.05276442	0.05087622	0.04875162
1834	Sub-Saharan Africa	80	0.1791378	0.17401188	0.16902223	0.16566971	0.16109623	0.15362011	0.14977539	0.14762095	0.14532312	0.14187598	0.1370509	0.13080896	0.1255277	0.12150017	0.12896384	0.1162009	0.11366475	0.11214376	0.1098965	0.10702246	0.10495813	0.10315176	0.09950031	0.0959314	0.09296036	0.09050706	0.08785295	0.08503506	0.08258416	0.07994637
1834	Sub-Saharan Africa	85	0.25344427	0.24680009	0.2403231	0.23575455	0.23012311	0.22147121	0.21645601	0.21314489	0.21004405	0.20485563	0.19702744	0.19022693	0.18163234	0.17416809	0.19076958	0.17071636	0.1676211	0.16450011	0.16303282	0.16006071	0.15590067	0.1535429	0.1516496	0.14651107	0.1415054	0.13751566	0.13434041	0.13085912	0.1269866	0.12367633
1834	Sub-Saharan Africa	90	0.35190016	0.34404792	0.33694795	0.33121328	0.32394133	0.31371971	0.3063573	0.30067741	0.29688204	0.28826564	0.27560481	0.26526172	0.25550672	0.23781666	0.25646658	0.2365926	0.23451436	0.23085718	0.2275151	0.22639202	0.22283279	0.21779745	0.21591051	0.21463786	0.20788034	0.20147673	0.19701528	0.19356392	0.18950798	0.18456816
1834	Sub-Saharan Africa	95	0.46483367	0.45136229	0.44818053	0.44308655	0.43486858	0.42238088	0.41109288	0.40028849	0.39795816	0.38821692	0.37081342	0.35563705	0.34468486	0.3157805	0.33057307	0.30863152	0.31060257	0.30876058	0.30495619	0.30190797	0.30185679	0.29912224	0.2938827	0.29372195	0.2947012	0.28709259	0.28083358	0.27776447	0.2754758	0.27179558
1834	Sub-Saharan Africa	100+	0.57944085	0.5714822	0.56985117	0.57028453	0.56575659	0.55133747	0.5317106	0.51097728	0.50731573	0.50549548	0.48112314	0.46673987	0.44941088	0.41002896	0.42032882	0.37690468	0.3718862	0.37312372	0.37047393	0.36600445	0.36282457	0.36440572	0.36325894	0.35813753	0.36004406	0.36761245	0.36396599	0.3598182	0.36005494	0.36304535
1833	Northern Africa and Western Asia	0	0.225233	0.19739581	0.17255616	0.15060271	0.13081466	0.10845744	0.08530089	0.06524955	0.05229913	0.04235984	0.0336202	0.02720694	0.02302448	0.02036588	0.01802158	0.01541902	0.01353023	0.01186369	0.01042541	0.00927024	0.00831366	0.00748952	0.00678618	0.00618175	0.00567497	0.0052468	0.00488061	0.00458165	0.00433665	0.00412366
1833	Northern Africa and Western Asia	1	0.03875176	0.03141738	0.02585679	0.02131282	0.01742788	0.01338313	0.00971516	0.00707233	0.00511874	0.00386278	0.00274213	0.00209642	0.00177098	0.00146787	0.0012648	0.00115663	0.00103579	0.00091944	0.00081089	0.00071936	0.00064266	0.00057542	0.00051409	0.00045859	0.00041177	0.00037169	0.00033623	0.00030795	0.00028438	0.00026387
1833	Northern Africa and Western Asia	5	0.0046749	0.00413046	0.00365629	0.00325513	0.00267247	0.002207	0.00181998	0.00160427	0.00119415	0.00098191	0.00073029	0.00062401	0.00056099	0.00046554	0.0003796	0.00036642	0.00034004	0.00031131	0.00028182	0.00025455	0.00023142	0.00021191	0.00019324	0.00017541	0.00015974	0.00014638	0.00013376	0.00012321	0.00011429	0.00010642
1833	Northern Africa and Western Asia	10	0.00305502	0.00280415	0.00250484	0.00224033	0.00185076	0.00152041	0.00127834	0.0011232	0.00088341	0.00073077	0.0005598	0.0004726	0.00041228	0.00034893	0.00029574	0.00027453	0.00025828	0.00024056	0.00022124	0.0002019	0.00018392	0.00016873	0.00015537	0.00014261	0.00013112	0.00012117	0.0001117	0.0001033	9.585e-05	8.934e-05
1833	Northern Africa and Western Asia	15	0.00373272	0.00345565	0.00312881	0.00277922	0.00230664	0.00194084	0.0015964	0.00138397	0.00114623	0.00099951	0.00078056	0.00065842	0.00057089	0.00049728	0.0004401	0.00040615	0.00037234	0.00035441	0.00033424	0.00031094	0.00028669	0.00026419	0.00024403	0.00022636	0.00021067	0.00019687	0.00018307	0.00017062	0.00015909	0.00014845
1833	Northern Africa and Western Asia	20	0.00448091	0.00409857	0.00374909	0.00338735	0.00280694	0.00235899	0.00197737	0.001704	0.00141601	0.00126265	0.00102523	0.00085622	0.00073078	0.00064388	0.00058738	0.00054934	0.00050638	0.00046888	0.00044979	0.00042795	0.00040169	0.00037406	0.00034593	0.00032066	0.00030017	0.00028283	0.00026521	0.00024855	0.00023287	0.00021779
1833	Northern Africa and Western Asia	25	0.00499902	0.00461381	0.00417581	0.00385706	0.00327477	0.00276385	0.00233643	0.00205627	0.00168597	0.00149138	0.00123632	0.00105927	0.00088473	0.00076007	0.0007054	0.00067449	0.00062936	0.00058548	0.00054623	0.0005245	0.0005008	0.00047325	0.00044132	0.00040867	0.00038081	0.00035905	0.00033799	0.00031814	0.00029875	0.00027982
1833	Northern Africa and Western Asia	30	0.00554814	0.00517114	0.00473769	0.00434566	0.00376387	0.00319964	0.00273049	0.0024141	0.00201019	0.0017675	0.00146899	0.0012852	0.00109905	0.00092045	0.00085419	0.00081901	0.00077987	0.00073241	0.00068468	0.00064102	0.00061489	0.00058831	0.00055537	0.00051832	0.00048246	0.00045223	0.00042557	0.00040144	0.00037815	0.00035464
1833	Northern Africa and Western Asia	35	0.00621002	0.00594755	0.00548538	0.00509392	0.00446012	0.00385832	0.00332476	0.00299576	0.00253704	0.00226432	0.00190361	0.00167133	0.0014634	0.0012554	0.00117348	0.00110685	0.0010588	0.00100974	0.00095014	0.00088901	0.00083487	0.00079916	0.00076143	0.00071763	0.00067194	0.00062779	0.00058677	0.00055194	0.00051999	0.00048846
1833	Northern Africa and Western Asia	40	0.00701123	0.00667843	0.00632828	0.00592177	0.00531137	0.00467232	0.00410482	0.00371808	0.0032359	0.00294504	0.00253649	0.00225269	0.00199008	0.00175694	0.00168864	0.00154474	0.00147794	0.00142119	0.00136114	0.00128331	0.00120236	0.00113073	0.00108241	0.00103296	0.00097745	0.00091818	0.00085706	0.00080201	0.00075479	0.0007102
1833	Northern Africa and Western Asia	45	0.00851345	0.00804291	0.00762077	0.00730753	0.00670077	0.00606607	0.00540885	0.00496105	0.00434587	0.0040888	0.00361658	0.00326253	0.00292322	0.00259031	0.00255826	0.0022498	0.00214589	0.00206194	0.00198751	0.00190782	0.00180107	0.00168688	0.00158868	0.00151987	0.00145461	0.00138021	0.00129664	0.00121151	0.00113391	0.00106611
1833	Northern Africa and Western Asia	50	0.01210445	0.01141422	0.01082635	0.01041687	0.00984489	0.00901513	0.00822748	0.00752129	0.00672981	0.006269	0.00579844	0.0053052	0.00478249	0.00425431	0.00426828	0.00365991	0.00345379	0.00329181	0.00314938	0.00301852	0.00288862	0.00271593	0.00253884	0.00238879	0.00227488	0.00216842	0.00204885	0.00191899	0.00178694	0.00166429
1833	Northern Africa and Western Asia	55	0.01617733	0.01538411	0.01457673	0.01399104	0.01331125	0.01243853	0.01152707	0.01074126	0.00972767	0.00908595	0.00822818	0.00777366	0.00709809	0.00636384	0.0065827	0.00547161	0.00509381	0.00480738	0.00458658	0.00439597	0.00421998	0.00403799	0.00379943	0.00354738	0.00333493	0.00317582	0.00302706	0.00285928	0.00267704	0.00249055
1833	Northern Africa and Western Asia	60	0.02546924	0.02397476	0.02294751	0.02207433	0.02113461	0.01992765	0.01867507	0.0176226	0.01629995	0.0151935	0.01391708	0.0128644	0.01215852	0.01098192	0.01156487	0.00943103	0.00869723	0.00805479	0.00758724	0.00723341	0.00690826	0.00659224	0.00628575	0.00588376	0.00547469	0.00514049	0.00487357	0.00462174	0.00434908	0.00405903
1833	Northern Africa and Western Asia	65	0.03786461	0.03598224	0.03415686	0.03313434	0.03195465	0.03041903	0.02891774	0.02765935	0.02593537	0.02462428	0.02272665	0.02119672	0.01965004	0.01835274	0.0194096	0.01588956	0.01466738	0.01356356	0.01259306	0.01189961	0.01138283	0.01089226	0.01044498	0.00998815	0.00936957	0.00873698	0.00821976	0.0078158	0.00744594	0.00703858
1833	Northern Africa and Western Asia	70	0.06071306	0.05751453	0.05504104	0.05325526	0.05139898	0.04916496	0.0470932	0.04543935	0.04306911	0.04137052	0.03907461	0.03660674	0.03410529	0.03126037	0.03286168	0.02718351	0.0253584	0.02351736	0.0218441	0.02035725	0.01931131	0.01852661	0.01779354	0.01710821	0.01640244	0.01543479	0.01444146	0.01362872	0.01300433	0.01244395
1833	Northern Africa and Western Asia	75	0.09321896	0.09152127	0.08752796	0.08611969	0.08241776	0.07849808	0.07574122	0.07356442	0.07068552	0.06833673	0.06547175	0.06262749	0.05864316	0.05398312	0.05449504	0.04716267	0.04420646	0.04147641	0.03869988	0.03615225	0.0338397	0.03218769	0.03096082	0.02978255	0.02870342	0.02759381	0.02606235	0.02448578	0.02320328	0.02220008
1833	Northern Africa and Western Asia	80	0.14188555	0.13967245	0.1372929	0.13416713	0.13085739	0.12305136	0.11954572	0.11618074	0.11311707	0.11067172	0.10728915	0.10365562	0.09914794	0.09214208	0.09352229	0.08099617	0.07632233	0.07220631	0.06833307	0.06430556	0.06054501	0.05703609	0.05452585	0.05259714	0.05075406	0.04910531	0.0474182	0.04505783	0.04258829	0.04055814
1833	Northern Africa and Western Asia	85	0.20747023	0.20768935	0.20171251	0.1999369	0.19473739	0.18637015	0.18063915	0.1769568	0.17287643	0.17121032	0.16817909	0.16349803	0.15768616	0.15031437	0.15431033	0.13402335	0.12686686	0.12057459	0.11510672	0.10978915	0.10402906	0.09862232	0.09352635	0.08969272	0.08657575	0.08355052	0.08085408	0.07816271	0.07451222	0.07067893
1833	Northern Africa and Western Asia	90	0.28878366	0.29861151	0.2926024	0.28331783	0.28007212	0.26557182	0.26322938	0.25613182	0.25426142	0.25174169	0.25102722	0.24751458	0.23986876	0.23070088	0.23476755	0.21143527	0.2026879	0.19332702	0.18542184	0.17860346	0.17166488	0.16396078	0.15680141	0.14977029	0.14422049	0.13938105	0.13459497	0.13030193	0.12598366	0.12048266
1833	Northern Africa and Western Asia	95	0.38695685	0.40680722	0.40894684	0.38458013	0.38543294	0.36219021	0.36055092	0.35273988	0.35236866	0.35105167	0.35334078	0.35431822	0.34818437	0.33844704	0.34009122	0.31847481	0.30835068	0.29960901	0.28842615	0.27946394	0.27210517	0.26409764	0.25508042	0.24649642	0.23770765	0.23047488	0.22355721	0.21650887	0.20983625	0.20301874
1833	Northern Africa and Western Asia	100+	0.50229171	0.55589602	0.56721446	0.53871379	0.53789436	0.50853866	0.491694	0.46401745	0.46640753	0.46770566	0.47911734	0.48719839	0.48267124	0.47835534	0.47587018	0.45346638	0.44595039	0.43706035	0.42869815	0.41824338	0.40850028	0.400366	0.39216197	0.38247729	0.37249001	0.36277372	0.35360158	0.34415444	0.33451428	0.32523082
1831	Central and Southern Asia	0	0.21544273	0.19467129	0.1774734	0.16823377	0.15533395	0.1382717	0.12039922	0.10521332	0.09238376	0.0809712	0.06793215	0.0558372	0.04478087	0.03491194	0.02850203	0.0235189	0.01960092	0.01646663	0.013913	0.01192544	0.01037999	0.00910232	0.00803794	0.00716018	0.00647057	0.00589959	0.00542856	0.00502222	0.00467325	0.00435425
1831	Central and Southern Asia	1	0.0354125	0.03008564	0.02605556	0.02426063	0.02167807	0.01775874	0.01437377	0.01155393	0.00932056	0.00751121	0.00577754	0.00426495	0.00302909	0.00208296	0.00163136	0.00142079	0.001201	0.00102037	0.00086837	0.00074658	0.00064884	0.00056693	0.00049976	0.00044372	0.00039801	0.00035961	0.00032769	0.00030016	0.00027632	0.00025457
1831	Central and Southern Asia	5	0.0063618	0.0057423	0.00521216	0.00517609	0.00529988	0.00459003	0.00414153	0.00358669	0.00285273	0.00233097	0.00175846	0.00132952	0.00093071	0.00067867	0.00055627	0.00046471	0.0003989	0.00034441	0.00029822	0.00026017	0.0002288	0.00020222	0.00018102	0.00016317	0.00014808	0.00013505	0.00012392	0.00011424	0.00010573	9.791e-05
1831	Central and Southern Asia	10	0.00439161	0.00399081	0.00368602	0.00338081	0.00279224	0.00225045	0.00178443	0.00156502	0.00139768	0.00116994	0.00098248	0.00081804	0.00062477	0.00049993	0.00043071	0.00035864	0.00031433	0.00027807	0.000247	0.00021979	0.00019573	0.00017415	0.00015669	0.00014204	0.00012964	0.00011876	0.00010912	0.00010042	9.266e-05	8.547e-05
