country_code	name	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	69.4999	70.818	71.4089	72.0234	72.6339	73.1929	73.6872	74.185	74.7144	75.1941	75.6383	76.1037	76.4853	76.9312	77.3866	77.8258
1834	Sub-Saharan Africa	58.3089	59.4461	60.0786	60.7122	61.2565	61.8803	62.5863	63.182	63.8297	64.439	64.9858	65.5957	66.1906	66.753	67.334	67.9528
1833	Northern Africa and Western Asia	70.2859	71.5064	72.1221	72.8256	73.5395	74.1862	74.7312	75.225	75.6642	76.1582	76.671	77.2118	77.6978	78.2209	78.7377	79.2337
1831	Central and Southern Asia	67.3001	68.9175	69.404	69.9421	70.4621	71.1226	71.7258	72.427	72.9463	73.6655	74.3588	74.949	75.5625	76.3301	77.1238	77.8475
1832	Eastern and South-Eastern Asia	73.8444	74.2791	74.8016	75.2796	75.9464	76.6244	77.1978	77.8367	78.4363	79.0411	79.6292	80.1064	80.5315	81.0146	81.5376	82.1077
1830	Latin America and the Caribbean	70.5629	72.6456	73.419	74.2702	74.9704	75.8892	76.7709	77.6261	78.4113	79.1687	79.9273	80.6105	81.3102	81.9621	82.6437	83.2651
1835	Oceania (excluding Australia and New Zealand)	64.1829	63.6187	63.7056	63.6881	63.9858	64.0673	64.4254	64.8142	65.0269	65.2396	65.6438	66.0591	66.4113	66.8671	67.368	67.7201
1836	Australia/New Zealand	81.6451	81.213	81.5275	81.9333	82.3491	82.7408	83.1834	83.5043	83.8781	84.2695	84.6775	85.0644	85.4042	85.7292	86.1552	86.4879
1829	Europe and Northern America	75.1436	77.058	77.7606	78.4413	79.1615	79.8634	80.4773	81.144	81.7872	82.4382	83.0579	83.6385	84.2065	84.7393	85.3342	85.8493
901	More developed regions	75.9353	77.6858	78.3519	79.0272	79.7243	80.3847	80.9793	81.5988	82.2582	82.9044	83.5359	84.1343	84.6947	85.2348	85.7622	86.2747
902	Less developed regions	68.2067	69.4491	70.0519	70.6886	71.3121	71.9206	72.4571	72.9876	73.525	74.005	74.4684	74.9357	75.3368	75.7769	76.2226	76.6917
941	Least developed countries	62.413	63.5763	64.2011	64.8027	65.3984	65.9867	66.5171	67.0865	67.5885	68.102	68.6049	69.1007	69.5567	70.0638	70.5814	71.1448
934	Less developed regions, excluding least developed countries	69.3976	70.6582	71.2404	71.8709	72.528	73.1385	73.7238	74.3043	74.8333	75.306	75.7983	76.312	76.7509	77.2644	77.7483	78.0933
948	Less developed regions, excluding China	66.2829	67.8816	68.4732	69.052	69.6457	70.2571	70.8222	71.3808	71.9398	72.5248	73.1044	73.5634	74.0478	74.5845	75.1439	75.6294
1636	Land-locked Developing Countries (LLDC)	61.7273	63.0002	63.5779	64.133	64.7026	65.3226	65.8553	66.3645	66.863	67.3836	67.9121	68.3565	68.93	69.5697	70.1639	70.7558
1637	Small Island Developing States (SIDS)	69.1532	70.035	70.564	71.0799	71.5101	71.9085	72.371	72.7075	73.084	73.4233	73.7519	74.0853	74.5054	74.9071	75.2721	75.6921
1503	High-income countries	78.2626	79.4495	80.0498	80.6246	81.2559	81.8551	82.4428	82.9807	83.5503	84.1338	84.699	85.2643	85.781	86.3025	86.7984	87.2724
1517	Middle-income countries	68.7253	70.1176	70.7409	71.4118	72.089	72.7622	73.3981	73.9707	74.5349	75.0694	75.5566	76.0694	76.5568	77.068	77.5766	77.9856
1502	Upper-middle-income countries	72.8354	73.9817	74.651	75.405	76.2403	77.0613	77.7735	78.6029	79.3893	80.1011	80.6725	81.2422	81.7249	82.2294	82.7928	83.2932
1501	Lower-middle-income countries	65.7832	67.2908	67.7787	68.2943	68.89	69.4808	70.1131	70.6921	71.2987	71.9007	72.5533	73.1165	73.7177	74.2548	74.8625	75.3802
1500	Low-income countries	60.5655	61.7891	62.3897	62.9839	63.5547	64.0162	64.5547	65.0563	65.5743	65.974	66.5056	67.0104	67.497	67.989	68.557	69.1475
1518	No income group available	66.5779	67.1808	67.5078	67.8316	68.4619	68.9908	69.5457	70.1612	71.0015	71.7562	72.4908	73.397	74.3376	75.0259	75.7922	76.6281
903	Africa	60.2434	61.3323	61.9189	62.5531	63.0905	63.6728	64.3166	64.915	65.4801	66.0641	66.5194	67.1139	67.706	68.2278	68.8206	69.3653
910	Eastern Africa	61.0728	62.4213	63.0582	63.6896	64.3161	64.9165	65.484	66.0639	66.7175	67.2726	67.8493	68.4595	69.0739	69.7429	70.382	71.1016
108	Burundi	59.0708	58.9259	58.8954	58.9775	59.1234	59.2967	59.4984	59.7292	59.9381	60.1639	60.4274	60.704	60.9665	61.2528	61.5258	61.7865
174	Comoros	61.0835	61.1841	61.4542	61.8256	62.1916	62.5649	62.9529	63.321	63.7032	64.0774	64.4392	64.8334	65.2343	65.6343	66.0379	66.4548
