country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	last.observed
903	Africa	38.838	39.1581	39.6892	40.1693	40.6903	41.2121	41.6286	41.488	41.7973	42.8029	43.1295	43.5734	43.8886	44.3085	44.7972	45.006	44.9841	45.3756	45.8015	46.0343	46.3886	46.8972	47.0085	47.6961	47.9878	48.4585	49.2833	49.8652	50.3454	50.8533	51.2853	51.6766	52.0932	51.3706	51.6162	51.9804	52.4417	52.9658	52.5614	53.6102	53.6786	53.4234	53.2261	53.5693	52.6423	53.9822	53.9663	54.1064	53.7626	54.5487	54.8792	55.0675	55.4497	55.8267	56.2941	56.8827	57.5584	58.194	58.7909	59.5697	60.188	60.9071	61.5063	62.0652	62.57	62.9493	63.4191	63.8342	64.2136	64.5753	64.2144	63.6718	2021
910	Eastern Africa	40.3402	40.584	40.9112	41.3824	41.8688	42.341	42.765	41.2568	41.6291	44.0729	44.5424	45.0418	45.4332	45.7315	46.3086	46.3367	45.7436	46.6728	46.9425	47.1284	47.3359	47.6578	46.7068	47.6323	47.2093	47.327	48.3616	48.6961	49.0167	49.4624	49.7667	50.1687	50.4497	48.0421	48.1379	48.5204	48.7916	50.3019	49.1024	50.6103	50.3747	49.3948	48.9996	49.6448	46.6462	50.3662	50.4271	50.5415	49.8778	51.2462	51.718	51.992	52.8736	53.6003	54.5086	55.4358	56.4464	57.3433	58.3161	59.3673	60.2537	61.2867	62.2377	63.1229	63.8203	64.4707	65.1715	65.6114	66.1855	66.6054	66.2992	65.672	2021
108	Burundi	41.8528	42.2228	42.3821	42.6454	42.9584	43.2637	43.4933	43.7153	44.0275	44.1885	44.4506	44.631	44.7134	45.0093	45.3383	43.894	44.8404	44.7091	44.7143	44.3146	44.3316	44.2472	28.3525	39.2013	44.2172	44.1049	44.3889	44.8545	45.1025	45.9808	46.8585	47.8149	48.6455	49.3811	49.9217	50.0661	49.7908	49.282	45.5852	47.4509	46.7111	45.9033	45.2854	39.3435	45.5825	45.8617	46.3207	47.2353	48.461	49.3187	49.768	50.7449	51.8458	52.5886	53.5826	54.6001	55.3877	56.1102	57.4066	57.9529	58.3975	59.0937	59.8521	60.6489	61.3455	62.1981	62.4581	63.3023	63.5237	64.3471	63.675	63.6092	2021
174	Comoros	36.846	33.1481	37.4191	37.7083	37.9592	38.3172	38.7046	39.1119	39.4545	39.7061	40.0182	40.5363	40.9185	41.3277	41.572	41.9613	42.5596	43.4203	44.4449	45.4531	46.4392	47.3874	48.3031	48.8939	49.4496	48.5429	50.4954	50.9674	51.6266	52.1182	52.5946	53.0592	53.535	53.8126	54.4793	54.9429	55.446	55.6283	56.1174	56.489	56.8734	57.1773	57.815	58.5212	58.9223	59.3973	59.7511	60.2314	60.1172	60.4949	60.3727	60.7831	60.6564	60.8626	61.2689	61.4313	61.6454	61.9988	62.2686	62.8686	63.0603	63.6079	63.8007	64.3928	64.5497	65.1633	65.341	65.9864	66.1951	66.3058	66.5928	65.8272	2021
262	Djibouti	42.5146	42.7719	42.9389	43.2009	43.5331	43.7269	44.0964	44.3059	44.6962	44.8508	45.2808	45.6736	46.0897	46.4461	46.6222	47.0364	47.456	47.9572	48.4206	48.9728	49.4345	49.2504	50.516	51.179	51.5689	51.819	52.039	52.6029	53.0999	53.5593	53.9437	54.2819	54.6645	55.0829	55.6557	55.9736	56.4868	56.6476	57.0578	57.1413	57.5179	57.714	57.8956	57.715	57.3917	58.0843	57.936	57.6891	57.6807	58.1198	58.0467	58.4435	58.683	59.2085	59.2595	60.1835	60.4186	61.0182	61.2603	61.4712	62.267	62.4086	63.0833	63.2255	64.0911	64.2987	64.52	65.3365	65.5827	65.5629	65.4611	65.0189	2021
232	Eritrea	35.5366	35.6238	35.943	36.2862	36.7753	37.0703	37.4653	38.0655	38.5102	38.9927	39.649	40.079	40.525	40.8787	41.3355	41.5872	41.8997	42.1769	42.4608	42.6776	43.081	43.4404	43.7845	44.1677	44.6609	45.1888	45.6639	46.2798	46.4828	46.8691	47.0102	47.2199	47.6044	47.944	48.407	48.8466	49.3248	49.9317	50.5515	50.5067	51.8725	52.7533	53.8551	54.5388	55.4544	56.192	57.1521	57.808	57.4834	54.1918	58.383	59.9894	60.4492	61.1503	61.5397	62.3754	63.2717	63.7837	64.188	65.0811	65.5469	66.3298	66.6584	66.8958	67.5885	67.9805	68.3	68.5302	69.1147	69.3088	69.3372	68.6547	2021
231	Ethiopia	38.5447	38.7854	38.9559	39.3732	39.7336	40.1432	40.5416	34.2924	34.8531	42.2209	42.6762	43.3666	43.7595	44.3089	44.7082	44.7699	42.3231	44.9899	45.1442	45.1268	45.0095	45.153	43.7174	43.8533	41.5456	41.6038	44.5226	44.5072	44.5614	45.2236	45.5486	45.9369	46.175	37.9444	38.3506	39.111	39.4909	47.3041	47.0446	47.1007	46.7581	47.8658	48.2756	48.7105	49.0998	49.4221	49.8719	50.508	50.9335	50.7771	51.1976	51.6442	52.317	53.4358	54.2488	55.3378	56.5279	58.0623	59.4164	60.9625	61.8489	62.874	63.8044	64.8948	65.3609	66.3256	67.3412	67.5326	68.3975	68.795	68.4263	68.2852	2021
404	Kenya	40.4626	40.6247	40.9651	42.3322	43.6976	45.0002	46.1121	47.3241	48.4536	49.307	50.2632	51.1283	51.799	52.3962	52.8999	53.3032	53.6533	53.9882	54.3985	54.7428	55.1849	56.1279	57.0376	57.5015	57.2569	57.0462	57.3352	58.1481	58.7258	59.3185	59.9616	63.4476	62.9412	62.733	62.4325	62.295	61.7675	61.6171	61.2143	60.6994	60.4436	59.9336	59.3505	58.605	58.195	57.425	56.9547	56.534	56.0818	55.9241	55.5972	55.6144	56.0562	56.669	57.4402	58.5233	59.5947	60.2112	61.225	62.2	62.3762	63.0011	63.0691	63.1935	63.9794	64.1453	64.2044	64.9609	65.1579	65.2753	65.0621	64.0899	2021
450	Madagascar	40.66	40.7996	41.1856	41.493	41.9468	42.3534	42.6793	43.0911	43.4679	43.8601	44.314	44.6792	45.0843	45.4627	45.838	46.2094	46.5441	46.9469	47.5155	47.9771	48.3808	48.8318	49.1663	49.6715	50.1234	50.4901	50.6996	50.8651	50.9955	51.0634	51.0616	50.9881	50.9064	50.8538	50.8347	50.9413	51.104	51.6073	52.0048	52.4779	53.1152	53.7676	54.4557	55.3684	55.9654	56.6225	57.2823	57.7172	58.2869	58.4926	58.9189	59.4487	59.863	60.5482	61.5318	61.8839	62.7191	63.3979	63.7003	64.4157	64.6055	65.433	65.4759	66.2309	66.356	66.3456	67.1357	67.243	67.4323	68.2102	67.6121	66.8701	2021
454	Malawi	33.8788	33.9411	34.0411	34.2581	34.6636	35.2218	35.6953	36.0412	36.3479	36.6063	36.9799	37.299	37.7073	37.4663	37.437	37.3512	37.5213	37.4287	37.3858	37.6813	38.0799	38.5588	39.2105	39.7363	40.3269	41.5237	42.8299	44.0703	45.3189	46.3809	47.318	47.9833	48.3463	48.3963	47.8185	47.1024	46.4435	45.8383	45.4599	45.4655	45.469	45.5291	45.6191	45.6822	45.8807	46.0353	45.6621	45.2531	44.9246	45.5168	46.3073	47.6446	48.9421	50.433	52.1433	53.9619	55.2529	55.9221	56.3558	57.3171	58.4105	59.8344	61.2621	62.6325	64.3396	64.6593	65.671	66.6442	66.9602	67.9678	67.5971	66.4685	2021
