country_code	name	1950-1955	1955-1960	1960-1965	1965-1970	1970-1975	1975-1980	1980-1985	1985-1990	1990-1995	1995-2000	2000-2005	2005-2010	2010-2015	2015-2020	last.observed
1518	No income group available	6.6075	6.5603	6.2223	5.7391	5.0512	4.4977	4.0336	3.6743	3.3042	2.9777	2.7466	2.5678	2.4222	2.2981	2021
903	Africa	6.598	6.6407	6.6988	6.7147	6.7062	6.6679	6.5082	6.1855	5.7537	5.3532	5.0975	4.9504	4.7681	4.519	2021
910	Eastern Africa	6.9186	6.9332	7.0184	7.0902	7.1431	7.1443	7.0369	6.8161	6.4661	6.1516	5.8325	5.4627	4.9534	4.5227	2021
108	Burundi	6.9137	6.9444	7.044	7.1597	7.2151	7.2606	7.3177	7.3525	7.3009	7.0405	6.8142	6.5758	6.0084	5.4828	2021
174	Comoros	5.9398	6.5483	6.8903	7.038	7.111	7.1073	7.0566	6.8029	6.2018	5.5863	5.2004	4.897	4.6364	4.273	2021
262	Djibouti	6.8518	6.847	6.8352	6.8489	6.838	6.6909	6.4405	6.165	5.765	4.9795	4.3624	3.7293	3.2446	2.9739	2021
232	Eritrea	6.5181	6.4913	6.4842	6.5	6.547	6.6051	6.6279	6.5081	6.1622	5.7344	5.2229	4.8039	4.4144	4.1092	2021
231	Ethiopia	7.203	6.928	6.8743	6.8902	7.0546	7.2386	7.369	7.3298	7.1605	6.8361	6.3487	5.7052	4.8966	4.4111	2021
404	Kenya	7.3914	7.5617	7.7874	8.0396	7.9696	7.7896	7.3796	6.6666	5.766	5.2719	4.9961	4.6821	4.0939	3.6431	2021
450	Madagascar	7.2998	7.3001	7.3035	7.3007	7.2152	6.9664	6.5606	6.2677	6.0789	5.7719	5.2512	4.9899	4.4869	4.0953	2021
454	Malawi	6.8121	6.9122	7.0831	7.211	7.3463	7.4565	7.4832	7.1181	6.6534	6.275	5.9721	5.709	4.939	4.2386	2021
480	Mauritius	5.9186	5.9557	6.0494	4.8546	3.6107	3.054	2.5171	2.0686	2.2982	2.0439	1.9399	1.7298	1.4945	1.3999	2021
175	Mayotte	7.0943	7.0959	7.21	7.3553	7.5214	7.4595	7.0343	6.4857	5.9386	5.3813	4.8566	4.598	4.4158	4.9744	2021
508	Mozambique	6.0543	6.1816	6.4297	6.6278	6.7238	6.6374	6.4334	6.3318	6.0925	5.8646	5.7448	5.5753	5.4207	4.9223	2021
638	Réunion	6.9766	6.6339	6.5378	5.7462	4.1198	3.3841	2.8571	2.5685	2.4803	2.3033	2.4482	2.4472	2.3954	2.3909	2021
646	Rwanda	7.9841	8.1372	8.1948	8.2041	8.2311	8.2373	8.0579	7.3917	6.6206	6.1762	5.7533	5.0865	4.2788	4.0199	2021
690	Seychelles	4.9149	5.0058	5.5198	5.8803	5.4407	4.1427	3.353	2.874	2.6026	2.1792	2.0342	2.2446	2.311	2.4282	2021
706	Somalia	7.2497	7.2501	7.2552	7.2414	7.1188	7.0688	7.2469	7.3744	7.496	7.6286	7.5679	7.4177	7.188	6.7529	2021
728	South Sudan	6.6457	6.6934	6.749	6.8363	6.9016	6.906	7.0126	7.9256	7.9969	7.8803	7.0883	5.729	5.1977	4.7763	2021
800	Uganda	6.6878	6.8356	6.9955	7.1399	7.2098	7.201	7.0759	7.0825	6.968	6.8957	6.7553	6.3714	5.7741	5.0545	2021
834	United Republic of Tanzania	6.5327	6.6728	6.7564	6.8157	6.9526	6.9821	6.7943	6.4204	6.0693	5.8149	5.6373	5.4879	5.1685	4.98	2021
894	Zambia	6.6836	6.933	7.2045	7.3184	7.3821	7.3213	7.0635	6.7651	6.3872	6.1154	5.8043	5.5988	5.1412	4.6201	2021
716	Zimbabwe	7.1147	7.1695	7.2446	7.2089	7.0658	6.8417	6.3673	5.4928	4.5622	4.0735	3.8748	3.731	4.0484	3.7171	2021
911	Middle Africa	5.855	5.9812	6.1637	6.356	6.5166	6.6013	6.6737	6.7501	6.6367	6.5165	6.3744	6.2553	6.1031	5.8429	2021
24	Angola	5.9553	6.4507	6.872	7.2595	7.4773	7.4766	7.46	7.399	7.1346	6.7944	6.5678	6.3666	6.034	5.6042	2021
120	Cameroon	5.4963	5.5217	5.7672	6.0524	6.2754	6.5076	6.6203	6.5344	6.2608	5.7605	5.4687	5.3192	4.9952	4.748	2021
140	Central African Republic	5.757	5.7892	5.8536	6.0072	5.9573	5.9755	6.1242	6.0884	5.9848	5.9576	5.8562	5.8891	5.9891	6.0335	2021
148	Chad	6.0923	6.1899	6.284	6.4001	6.7385	6.8921	6.961	7.1098	7.2848	7.2769	7.2041	7.0856	6.8926	6.5485	2021
178	Congo	6.0625	6.0762	6.1212	6.2925	6.4093	6.2592	5.8965	5.4808	5.1085	4.9361	4.7165	4.7018	4.7358	4.4295	2021
180	Democratic Republic of the Congo	5.9739	6.0155	6.1318	6.2667	6.3899	6.435	6.5193	6.7091	6.6731	6.7223	6.6695	6.5877	6.5475	6.3464	2021
226	Equatorial Guinea	5.6678	5.6505	5.6776	5.7717	5.803	5.7999	5.88	5.9699	5.9829	5.9328	5.7287	5.4281	5.0378	4.6002	2021
266	Gabon	3.9775	4.1878	4.575	4.9196	5.222	5.5082	5.7243	5.6482	5.2699	4.6723	4.3594	4.1556	4.0725	3.7507	2021
678	Sao Tome and Principe	6.2044	6.1994	6.2844	6.3954	6.5053	6.4937	6.2739	5.992	5.6997	5.3506	5.0906	4.8713	4.6443	4.1621	2021
912	Northern Africa	6.91	6.9177	6.9362	6.7923	6.5252	6.2321	5.7937	5.104	4.3113	3.6013	3.2216	3.1438	3.3125	3.2545	2021
12	Algeria	7.3045	7.3946	7.5991	7.6651	7.5425	7.2217	6.6101	5.3624	4.2208	2.9652	2.5044	2.6802	2.9279	3.0306	2021
818	Egypt	7.0001	6.8715	6.7378	6.358	5.9686	5.7441	5.3927	4.9551	4.222	3.6744	3.3193	3.1176	3.331	3.1779	2021
434	Libya	6.9838	7.2444	7.577	8.0101	8.0838	7.7949	6.8266	5.7675	4.3969	3.2838	2.8795	2.6534	2.68	2.626	2021
504	Morocco	6.5833	6.883	7.0339	6.8342	6.5311	6.0166	5.4894	4.5421	3.7682	3.1099	2.6822	2.5608	2.587	2.4461	2021
729	Sudan	6.6841	6.6701	6.7039	6.9329	7.0023	6.8647	6.6381	6.356	6.0344	5.608	5.244	5.0545	4.9372	4.7574	2021
788	Tunisia	6.6317	6.8377	6.9857	6.9253	6.2872	5.7077	4.9037	4.0818	3.1684	2.3711	1.9942	2.0008	2.2009	2.2064	2021
732	Western Sahara	6.5227	6.5224	6.5059	6.4369	6.1968	5.8972	5.5021	5.0855	4.2894	3.7713	3.3759	3.0369	2.7348	2.4461	2021
913	Southern Africa	6.125	6.1849	6.1221	5.9003	5.5755	5.1247	4.8135	4.3923	3.6135	2.9453	2.5203	2.654	2.5388	2.4658	2021
72	Botswana	6.4629	6.6228	6.623	6.6725	6.5975	6.4844	5.9285	5.0519	4.2386	3.5198	3.1873	3.0726	2.9835	2.9136	2021
748	Eswatini	6.7051	6.7018	6.7987	6.7803	6.7344	6.683	6.4013	5.802	4.9387	4.2407	3.8378	3.5744	3.262	3.0168	2021
426	Lesotho	5.7501	5.806	5.7998	5.7586	5.769	5.8768	5.6101	5.152	4.5019	3.9595	3.6294	3.4071	3.2986	3.1845	2021
516	Namibia	5.8364	6.0531	6.3307	6.5088	6.5534	6.4372	6.0825	5.6686	5.0351	4.2111	3.7434	3.5694	3.6507	3.5109	2021
710	South Africa	6.1311	6.1848	6.1028	5.8456	5.4809	4.975	4.676	4.2837	3.4904	2.8171	2.3807	2.5571	2.436	2.3694	2021
914	Western Africa	6.4751	6.5228	6.5726	6.651	6.7815	6.9385	6.8854	6.6598	6.4238	6.1249	5.9807	5.8295	5.5834	5.2548	2021
204	Benin	5.8356	6.1084	6.4432	6.6576	6.8057	6.8632	7.0291	6.8945	6.5827	6.1748	5.7965	5.5587	5.3591	5.2441	2021
854	Burkina Faso	5.9217	6.133	6.3263	6.5784	6.7428	7.0506	7.2453	7.1567	6.9301	6.7128	6.357	6.1008	5.7777	5.2007	2021
132	Cabo Verde	6.5519	6.7514	6.9449	6.9778	6.8815	6.6335	6.1711	5.6922	5.0788	4.0878	3.2793	2.769	2.3191	2.0456	2021
384	Côte d'Ivoire	7.6064	7.6016	7.7506	7.8881	7.9373	7.7823	7.4773	7.0668	6.4519	5.9577	5.6924	5.3008	4.9754	4.6925	2021
270	Gambia	6.3513	6.302	6.217	6.2095	6.3204	6.4196	6.3872	6.2935	6.1153	5.9375	5.737	5.7207	5.5643	5.0886	2021
288	Ghana	6.6804	6.8071	6.9183	6.9092	6.8989	6.6685	6.3843	6.0425	5.4632	4.9076	4.7058	4.3438	4.1536	3.8177	2021
324	Guinea	5.9942	6.0672	6.1397	6.2026	6.2865	6.4411	6.571	6.6473	6.5346	6.1661	5.807	5.6079	5.2105	4.7963	2021
624	Guinea-Bissau	5.9023	5.8997	5.9407	5.9955	6.0793	6.2622	6.6234	6.7095	6.3883	5.9926	5.6057	5.3392	4.9698	4.3989	2021
430	Liberia	6.0834	6.2737	6.4962	6.6391	6.6121	6.836	6.7964	6.5687	6.2852	6.0703	5.671	5.4025	4.856	4.3945	2021
466	Mali	6.9518	6.9546	7.0213	7.1263	7.2034	7.2761	7.2719	7.2469	7.1696	6.9247	6.8141	6.6622	6.5156	6.2482	2021
478	Mauritania	6.1327	6.2474	6.44	6.6535	6.6942	6.669	6.5216	6.1862	6.0225	5.6674	5.3094	5.1533	4.977	4.6691	2021
562	Niger	7.5569	7.5411	7.5021	7.4878	7.5247	7.6163	7.8578	7.873	7.795	7.7621	7.6772	7.5608	7.3915	7.084	2021
566	Nigeria	6.4034	6.3952	6.3567	6.4022	6.5827	6.8499	6.7883	6.5338	6.3897	6.156	6.1199	6.0692	5.8262	5.5099	2021
654	Saint Helena	5.6271	5.4861	5.1461	4.7473	3.9939	3.158	2.5658	2.2005	1.977	1.7942	1.6793	1.6294	1.6355	1.6485	2021
686	Senegal	6.7964	6.8912	7.0779	7.2306	7.2575	7.2693	7.2233	6.7513	6.1553	5.6669	5.3314	5.1251	4.9945	4.6376	2021
694	Sierra Leone	6.0488	6.1126	6.2313	6.3636	6.4588	6.5681	6.5687	6.5915	6.5601	6.5113	6.179	5.6397	5.0352	4.378	2021
768	Togo	6.5458	6.6142	6.7995	6.9622	7.113	7.094	6.7769	6.3802	5.9437	5.4697	5.1828	5.0653	4.8217	4.4969	2021
935	Asia	5.7808	5.6881	5.6544	5.7511	5.1591	4.1355	3.7962	3.4986	2.9893	2.6395	2.4865	2.3651	2.2876	2.1622	2021
5500	Central Asia	4.9054	5.3398	5.6612	5.3664	5.0544	4.6322	4.2153	4.028	3.5921	2.9648	2.571	2.6391	2.6974	2.8224	2021
398	Kazakhstan	4.4696	4.5652	4.3959	3.8427	3.5206	3.2563	3.0589	3.0061	2.5991	2.0532	2.0058	2.4534	2.6332	2.7999	2021
417	Kyrgyzstan	4.6427	5.0284	5.4539	5.2087	4.9031	4.5431	4.2048	4.0964	3.5747	2.9879	2.6162	2.8018	3.1444	3.14	2021
762	Tajikistan	5.3289	6.1339	6.7445	7.0104	6.8433	6.3983	5.935	5.639	5.0123	4.3646	3.7583	3.4017	3.4454	3.3418	2021
795	Turkmenistan	5.2191	6.1399	6.7218	6.6274	6.2082	5.6655	5.0271	4.7227	3.9636	3.2307	2.7377	2.6961	2.9147	2.8359	2021
860	Uzbekistan	5.3263	5.9687	6.7746	6.5626	6.2055	5.5329	4.8402	4.471	4.001	3.1888	2.5737	2.5008	2.4006	2.5972	2021
906	Eastern Asia	5.5948	5.2648	5.1302	5.5347	4.618	2.8748	2.6193	2.5197	1.8873	1.5386	1.5508	1.6332	1.6999	1.6239	2021
156	China	6.0608	5.7916	5.7168	6.2802	5.1232	3.0222	2.7338	2.6347	1.9087	1.5445	1.5863	1.6697	1.7273	1.6611	2021
344	China, Hong Kong SAR	4.4301	4.729	5.0962	4.1795	3.2693	2.3755	1.7964	1.3865	1.3319	1.127	0.9435	1.0149	1.1848	1.1342	2021
446	China, Macao SAR	5.4878	4.9439	4.5499	3.0845	1.8757	1.58	1.9459	1.9473	1.569	1.1645	0.8288	0.9115	1.1528	1.1349	2021
158	China, Taiwan Province of China	6.6391	6.2898	5.5178	4.5554	3.4708	2.8167	2.3043	1.7829	1.7614	1.6662	1.3241	1.0793	1.0721	1.1271	2021
408	Dem. People's Republic of Korea	3.3562	3.8587	3.4827	3.8094	3.5941	2.8593	2.752	2.4684	2.2868	2.0598	1.9538	1.9594	1.8401	1.8594	2021
392	Japan	3.0069	2.167	2.0205	2.0223	2.0977	1.8316	1.7349	1.6671	1.5011	1.3923	1.3193	1.3335	1.4071	1.3701	2021
496	Mongolia	5.6725	6.3811	7.1811	7.512	7.3844	6.8122	5.852	4.8574	3.5542	2.5083	2.1296	2.2869	2.7493	2.9435	2021
410	Republic of Korea	5.9939	6.1367	5.5953	4.6794	4.0598	3.0209	2.377	1.6299	1.6585	1.539	1.2434	1.1515	1.2293	1.057	2021
5501	Southern Asia	5.9892	6.0885	6.1444	6.0274	5.7384	5.3534	5.0267	4.6398	4.1447	3.6908	3.3303	2.9262	2.6231	2.398	2021
4	Afghanistan	7.2577	7.2679	7.2927	7.3431	7.4595	7.5813	7.5518	7.5251	7.654	7.6659	7.3215	6.5536	5.8286	5.1337	2021
50	Bangladesh	6.3599	6.583	6.8317	6.8441	6.841	6.5889	6.0594	5.0867	4.0741	3.4596	3.0729	2.6242	2.2295	2.0649	2021
64	Bhutan	6.8072	6.7361	6.6925	6.6689	6.6368	6.5957	6.3941	5.9831	5.2521	4.1082	3.1068	2.5869	2.1516	1.7052	2021
356	India	5.8192	5.9065	5.952	5.8181	5.4795	5.0056	4.6349	4.2992	3.8806	3.5151	3.2075	2.7995	2.4636	2.2091	2021
364	Iran (Islamic Republic of)	6.9684	7.1908	7.2126	7.021	6.3231	6.2418	6.5288	5.6921	4.0808	2.416	1.8885	1.7693	1.8901	1.9871	2021
462	Maldives	6.2528	6.5234	6.8956	7.1555	7.2769	7.1611	7.1474	6.7417	5.3897	3.6077	2.4539	2.2973	2.1924	1.8536	2021
524	Nepal	6.028	6.0108	6.0595	5.9781	5.7861	5.727	5.5817	5.3652	5.0602	4.4182	3.613	2.8563	2.3929	2.1572	2021
586	Pakistan	6.8	6.8	6.8	6.8	6.8055	6.7926	6.6743	6.5115	6.1964	5.6416	5.0046	4.4928	4.1621	3.759	2021
144	Sri Lanka	5.51	5.5001	5.2805	4.7851	4.1262	3.7356	3.3199	2.6805	2.4497	2.1936	2.2539	2.2908	2.1817	2.0524	2021
920	South-Eastern Asia	5.8228	6.0028	6.0251	5.8152	5.4174	4.7909	4.2712	3.6232	3.1683	2.7823	2.5195	2.4235	2.3505	2.2132	2021
96	Brunei Darussalam	6.8898	6.9106	6.6603	6.0406	5.4751	4.5919	3.8552	3.4864	3.1024	2.5886	2.2182	1.9524	1.9627	1.8821	2021
116	Cambodia	6.6452	6.6419	6.0166	5.7023	5.5867	3.6243	6.1286	6.0605	5.3964	4.3742	3.5531	3.0626	2.6695	2.4743	2021
360	Indonesia	5.2695	5.4418	5.585	5.5679	5.2822	4.819	4.2274	3.4422	2.9634	2.7078	2.467	2.4631	2.4514	2.2728	2021
418	Lao People's Democratic Republic	6.2448	6.2725	6.309	6.3056	6.2919	6.2961	6.3617	6.2636	5.8521	4.9781	4.0733	3.4803	2.9643	2.6698	2021
458	Malaysia	6.3892	6.4509	6.2518	5.4631	4.8218	4.3088	3.962	3.596	3.371	3.1944	2.6428	2.2568	2.1158	1.9322	2021
104	Myanmar	5.9558	5.9822	5.9883	5.9116	5.5796	5.116	4.6674	3.9243	3.366	2.9658	2.7347	2.4707	2.2856	2.2286	2021
608	Philippines	7.4268	7.2903	7.0138	6.5401	5.9502	5.4383	4.9316	4.5161	4.2266	3.9087	3.6471	3.4376	3.1282	2.8688	2021
702	Singapore	6.4247	6.3827	5.4014	4.0096	2.8514	1.9225	1.658	1.551	1.5619	1.4501	1.3354	1.266	1.2159	1.0168	2021
764	Thailand	6.3614	6.2958	6.2653	5.9854	5.1184	3.9225	3.0066	2.3134	2.0188	1.8206	1.5803	1.5761	1.5631	1.4089	2021
626	Timor-Leste	6.561	6.4219	6.21	5.8615	5.4811	5.1262	5.4996	5.6964	5.8607	5.9532	5.963	5.386	4.4597	3.6046	2021
704	Viet Nam	5.2868	5.9566	6.14	6.01	6.0232	5.2918	4.613	3.9506	3.2913	2.3323	2.0454	1.9212	1.9249	1.9408	2021
922	Western Asia	6.2456	6.1308	6.2156	6.0484	5.8257	5.4411	5.0712	4.6236	4.1122	3.6591	3.2826	3.0641	2.9449	2.7546	2021
51	Armenia	4.8304	4.8766	4.4946	3.7317	3.2469	2.7561	2.5418	2.6689	2.4698	1.8833	1.5495	1.4597	1.5809	1.5872	2021
31	Azerbaijan	5.1729	5.5935	5.9218	5.4238	4.6157	3.8797	3.3602	3.1506	2.8619	2.2676	1.912	2.0128	2.1391	1.884	2021
48	Bahrain	7.1567	7.1706	7.1001	6.8021	6.1171	5.3033	4.5487	4.0898	3.5096	2.9655	2.7138	2.3243	2.1259	1.9993	2021
196	Cyprus	3.6476	3.4638	3.5088	3.3287	2.7545	2.1476	2.3867	2.4255	2.3233	1.8565	1.5447	1.4812	1.3608	1.3321	2021
268	Georgia	2.881	2.899	2.928	2.7175	2.632	2.4415	2.3162	2.2818	2.1261	1.7407	1.5753	1.7078	1.9814	2.1343	2021
368	Iraq	6.6077	5.38	6.3598	7.0113	7.0067	6.753	6.4491	6.0969	5.7166	5.2273	4.7361	4.3971	4.4209	3.7967	2021
376	Israel	4.4318	4.0284	3.9327	3.9427	3.9835	3.576	3.2503	3.1955	3.0085	2.9691	2.9127	2.9094	3.0398	3.1896	2021
400	Jordan	7.3973	7.4818	7.8376	8.1048	8.0459	7.6835	6.9346	6.1111	5.1263	4.3424	3.8492	3.8325	3.5526	3.0339	2021
414	Kuwait	6.9942	7.0665	7.2458	7.2771	6.5757	5.8309	5.0253	3.853	3.1099	2.9488	2.7044	2.5084	2.1865	2.1606	2021
422	Lebanon	5.8042	5.8088	5.7854	5.4728	4.9267	4.3145	3.8788	3.462	3.0806	2.6652	2.3976	2.1272	2.1621	2.1625	2021
512	Oman	7.2518	7.2501	7.2531	7.2817	7.4393	7.9157	8.0492	7.3441	6.0447	4.6342	3.5262	2.8857	2.9433	2.9002	2021
634	Qatar	6.5543	6.6149	6.6716	6.657	6.3345	5.8909	5.2082	4.5492	3.8447	3.4237	3.0209	2.3597	1.9853	1.8425	2021
682	Saudi Arabia	7.5807	7.5985	7.6444	7.6389	7.5177	7.297	7.0287	6.3555	5.4893	4.5958	3.7141	3.1272	2.7741	2.5719	2021
275	State of Palestine	7.8343	7.8107	7.7854	7.7307	7.5848	7.3829	7.119	6.8785	6.594	5.8527	5.181	4.6176	4.1867	3.8284	2021
760	Syrian Arab Republic	7.606	7.566	7.4535	7.584	7.6054	7.3865	6.8778	6.0901	5.0005	4.3088	3.9425	3.68	3.2344	2.9406	2021
792	Türkiye	6.4702	6.446	6.2757	5.839	5.4464	4.797	4.1665	3.5099	2.9714	2.7125	2.3632	2.1971	2.1566	2.1062	2021
784	United Arab Emirates	6.8776	6.8057	6.6494	6.498	6.4271	6.1487	5.6395	4.8982	4.0919	3.0537	2.5539	2.0069	1.6655	1.4063	2021
887	Yemen	7.8984	7.9005	7.9766	8.1543	8.2882	8.508	8.7871	8.8107	8.2362	6.9048	5.98	5.2766	4.6379	4.1309	2021
908	Europe	2.6609	2.6117	2.5353	2.3977	2.2059	2.0002	1.8855	1.8183	1.5996	1.429	1.4335	1.5394	1.6064	1.5625	2021
923	Eastern Europe	2.8832	2.7034	2.3673	2.1751	2.1394	2.0929	2.0644	2.1222	1.69	1.3084	1.2653	1.4179	1.5814	1.5763	2021
112	Belarus	2.5905	2.725	2.5657	2.2773	2.3083	2.1133	2.0535	2.1008	1.7307	1.3299	1.268	1.375	1.607	1.5857	2021
100	Bulgaria	2.4498	2.2896	2.2393	2.1346	2.15	2.1956	2.0174	1.965	1.5645	1.1826	1.2567	1.497	1.5201	1.5543	2021
203	Czechia	2.6906	2.4134	2.1949	1.9667	2.1562	2.3524	2.0035	1.9159	1.7134	1.1878	1.1772	1.4206	1.476	1.6599	2021
348	Hungary	2.6736	2.3857	1.8783	1.9639	2.0153	2.1652	1.8187	1.8262	1.762	1.4014	1.2974	1.3248	1.3237	1.5219	2021
616	Poland	3.6621	3.4347	2.7968	2.3712	2.2593	2.2597	2.3005	2.1819	1.9454	1.508	1.2766	1.3228	1.339	1.4214	2021
498	Republic of Moldova	3.4965	3.4537	3.0397	2.6268	2.5623	2.444	2.4957	2.6546	2.1963	1.705	1.4836	1.5976	1.6984	1.8312	2021
642	Romania	3.0633	2.7154	2.0975	2.801	2.5727	2.5476	2.2572	2.3049	1.5591	1.3154	1.2926	1.4975	1.5174	1.714	2021
643	Russian Federation	2.9151	2.7331	2.3932	2.0718	2.0392	1.978	2.0016	2.1282	1.6084	1.2709	1.2974	1.4409	1.6992	1.6591	2021
703	Slovakia	3.5236	3.2789	2.929	2.5496	2.5012	2.4995	2.2872	2.1571	1.9181	1.4252	1.229	1.3159	1.3902	1.5032	2021
804	Ukraine	2.393	2.2948	2.1152	2.0033	2.0508	1.9719	2.0142	2.0462	1.7396	1.2676	1.1425	1.3538	1.4931	1.3817	2021
924	Northern Europe	2.363	2.5072	2.7572	2.5912	2.1768	1.829	1.8174	1.8235	1.8153	1.6867	1.6671	1.8306	1.8485	1.7205	2021
208	Denmark	2.5439	2.5416	2.5811	2.3403	1.9732	1.7179	1.4354	1.52	1.7336	1.7522	1.7551	1.8424	1.7387	1.7334	2021
233	Estonia	2.2554	2.005	1.952	1.964	2.1238	2.038	2.1014	2.2129	1.6929	1.3304	1.3724	1.6411	1.5912	1.6233	2021
234	Faroe Islands	3.6977	3.7565	3.7493	3.7555	3.2344	2.7223	2.3225	2.4673	2.5693	2.4426	2.5196	2.5332	2.4966	2.6294	2021
246	Finland	3.0243	2.825	2.6719	2.2512	1.6412	1.6709	1.6829	1.646	1.8158	1.7536	1.7425	1.8337	1.79	1.4935	2021
831	Guernsey	2.2831	2.1414	2.2711	2.1333	1.8998	1.6366	1.5807	1.5587	1.5598	1.5023	1.4527	1.5297	1.5448	1.4794	2021
352	Iceland	3.8406	4.1452	3.9996	3.3271	2.8862	2.464	2.282	2.0744	2.212	2.0576	1.9982	2.1184	2.0235	1.7448	2021
372	Ireland	3.4833	3.4954	3.9129	3.8815	3.78	3.266	2.9052	2.2981	1.9844	1.9002	1.9357	1.9805	1.9821	1.8041	2021
833	Isle of Man	2.1976	2.3021	2.7384	2.5119	2.756	1.9782	1.89	1.8882	1.8794	1.81	1.7707	1.9881	1.9202	1.6628	2021
832	Jersey	2.0687	2.0671	2.5494	2.3761	1.8079	1.4669	1.4085	1.451	1.5299	1.5632	1.5307	1.6798	1.6455	1.5027	2021
428	Latvia	1.9971	1.917	1.9009	1.8403	2.0061	1.9022	2.0092	2.1404	1.704	1.1779	1.2682	1.4831	1.4642	1.67	2021
440	Lithuania	2.8092	2.6778	2.4771	2.2969	2.317	2.1224	2.0229	2.0669	1.8632	1.4853	1.2881	1.3861	1.5721	1.653	2021
578	Norway	2.5761	2.839	2.9195	2.8198	2.3522	1.8265	1.6904	1.7736	1.8932	1.8584	1.8056	1.9154	1.8413	1.6323	2021
752	Sweden	2.2401	2.265	2.2765	2.2102	1.9167	1.6701	1.6394	1.8716	2.0377	1.5757	1.6448	1.8672	1.9084	1.7913	2021
826	United Kingdom	2.2371	2.4791	2.8746	2.7071	2.1974	1.77	1.8034	1.7989	1.7868	1.7096	1.6693	1.8461	1.876	1.7314	2021
925	Southern Europe	2.6792	2.6344	2.6976	2.6935	2.5553	2.2843	1.8679	1.5812	1.4294	1.3251	1.3554	1.4262	1.4087	1.353	2021
