country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
902	Less developed regions	73504.33	74356.474	79150.05	79186.793	81921.418	83387.644	83364.349	87442.268	85995.156	83320.536	83748.322	82560.462	93890.917	101803.127	99591.168	100650.302	100681.835	99899.473	105005.585	105395.615	107271.999	106820.263	106848.09	107095.509	106232.738	104550.362	104823.255	104216.75	105566.764	108414.257	110850.064	113372.936	116636.394	115154.752	117578.588	119627.819	122673.113	124759.216	124233.337	125669.173	127101.09	122449.336	121232.207	120644.381	120376.039	120213.02	119677.265	119363.435	119112.464	119284.783	120765.735	120735.654	120843.153	120977.185	121769.877	122306.401	123129.65	124510.64	125869.245	126999.792	127535.921	128205.979	130222.323	129618.886	129835.49	128849.042	129601.113	129471.914	126819.358	125548.559	122964.333	121816.415
941	Least developed countries	9402.917	9611.044	9813.563	10026.014	10240.111	10459.115	10683.56	10919.105	11153.956	11405.704	11681.491	11966.121	12256.368	12521.977	12807.489	13097.743	13403.024	13739.682	14079.294	14437.504	14794.789	15129.345	15438.741	15721.537	16050.035	16384.455	16747.76	17113.386	17515.144	18047.49	18506.295	18831.918	19198.024	19584.655	19997.585	20388.88	20701.205	21031.807	21299.86	21638.861	21963.355	22208.273	22506.036	22963.337	23390.126	23820.091	24182.3	24576.865	24869.449	25293.994	25695.753	26069.783	26472.751	26900.409	27294.746	27634.191	28057.845	28452.089	28724.047	29090.438	29438.547	29772.479	30141.114	30578.357	31035.26	31500.794	31969.587	32404.698	32931.94	33489.48	33955.125	34448.62
934	Less developed regions, excluding least developed countries	64101.413	64745.43	69336.487	69160.779	71681.307	72928.529	72680.789	76523.163	74841.2	71914.832	72066.831	70594.341	81634.549	89281.15	86783.679	87552.559	87278.811	86159.791	90926.291	90958.111	92477.21	91690.918	91409.349	91373.972	90182.703	88165.907	88075.495	87103.364	88051.62	90366.767	92343.769	94541.018	97438.37	95570.097	97581.003	99238.939	101971.908	103727.409	102933.477	104030.312	105137.735	100241.063	98726.171	97681.044	96985.913	96392.929	95494.965	94786.57	94243.015	93990.789	95069.982	94665.871	94370.402	94076.776	94475.131	94672.21	95071.805	96058.551	97145.198	97909.354	98097.374	98433.5	100081.209	99040.529	98800.23	97348.248	97631.526	97067.216	93887.418	92059.079	89009.208	87367.795
948	Less developed regions, excluding China	50717.891	51701.407	53193.678	54544.016	55988.098	57161.066	58457.607	59895.813	61153.865	62320.345	63708.527	64850.647	66396.709	67674.416	68816.072	69810.428	70746.495	71776.569	72806.568	73959.967	75230.062	76581.704	77818.788	79013.242	80102.477	81106.345	82433.558	83507.262	84912.994	86711.534	88452.952	90066.102	91524.476	92854.277	94139.643	95000.838	96135.38	96723.606	97418.924	98058.806	98479.561	99297.656	99730.273	100092.237	100558.692	100971.313	101188.656	101491.698	101776.696	102248.61	103034.14	103943.268	104220.375	104474.048	105003.762	105365.854	105920.393	106949.103	107812.288	108655.178	109344.086	110103.74	110686.752	111062.273	110822.755	111099.908	111021.643	110763.382	111047.391	110656.982	110475.724	110699.136
1636	Land-locked Developing Countries (LLDC)	4766.537	4876.926	4991.008	5107.861	5222.369	5348.291	5488.356	5631.107	5777.744	5922.114	6070.886	6202.976	6322.864	6423.216	6522.225	6630.779	6735.631	6853.049	6980.356	7130.43	7295.528	7466.93	7635.551	7781.731	7969.003	8158.117	8349.804	8546.118	8715.153	8925.551	9072.855	9227.881	9386.068	9648.119	9917.476	10187.296	10418.536	10626.132	10796.547	10972.732	11185.721	11344.409	11534.831	11792.531	11885.324	11993.9	12133.252	12284.768	12395.568	12564.912	12722.564	12847.938	13016.882	13252.307	13516.225	13727.866	13978.5	14253.694	14417.235	14669.146	14892.643	15100.395	15319.812	15509.676	15740.674	15928.729	16064.674	16182.043	16458.718	16756.385	17019.576	17212.242
1637	Small Island Developing States (SIDS)	957.051	975.702	996.483	1019.83	1045.04	1068.676	1089.862	1109.177	1132.907	1153.535	1180.517	1194.589	1213.913	1237.929	1241.027	1240.29	1240.25	1232.198	1227.158	1225.836	1225.797	1231.574	1231.089	1221.061	1205.391	1188.305	1184.389	1176.804	1169.577	1179.583	1187.235	1199.812	1233.815	1249.949	1260.476	1276.229	1284.316	1306.331	1333.087	1342.777	1355.239	1332.505	1329.491	1326.499	1320.643	1321.965	1308.054	1323.606	1307.988	1311.912	1319.552	1299.994	1305.753	1300.611	1295.718	1291.387	1284.914	1289.35	1308.923	1323.928	1327.869	1338.13	1333.642	1326.148	1326.361	1326.14	1305.64	1295.36	1289.69	1284.929	1276.904	1267.804
1503	High-income countries	16030.247	15955.949	15937.183	15919.701	16033.123	16136.617	16284.832	16432.651	16489.833	16611.845	16621.046	16701.981	16633.611	16725.627	16768.855	16408.936	15710.554	16205.654	16013.034	15997.455	16082.835	15959.165	15493.078	15223.724	15174.542	14874.092	14737.753	14712.016	14626.146	14759.288	14862.83	14735.171	14703.012	14494.25	14423.581	14397.364	14289.391	14335.526	14508.218	14529.522	14646.249	14465.431	14307.478	14039.364	13885.387	13648.901	13615.748	13531.925	13460.866	13409.26	13532.358	13294.759	13181.152	13212.101	13264.185	13282.472	13551.878	13777.992	13907.841	13755.138	13677.805	13530.516	13525.059	13335.304	13368.136	13311.65	13215.227	12923.664	12663.082	12429.845	12214.173	12183.257
1517	Middle-income countries	70158.154	71075.21	75748.382	75552.346	78075.47	79285.075	79033.4	82816.34	81185.911	78344.967	78516.102	77026.181	87956.767	95421.377	92768.639	93466.657	93186.965	92089.805	96996.528	97159.033	98851.913	98294.357	98157.994	98301.559	97322.203	95439.179	95506.962	94663.682	95786.341	98255.841	100382.93	102682.231	105875.226	104237.81	106403.675	108098.219	110889.079	112664.902	111665.301	112552.379	113398.674	108241.685	106454.671	105239.15	104562.988	103864.722	102947.706	102296.725	101813.435	101584.494	102796.718	102595.504	102522.939	102389.935	102880.491	103058.205	103452.982	104432.117	105539.279	106344.03	106485.727	106789.265	108523.759	107672.948	107628.15	106297.496	106699.696	106000.04	102877.038	101017.458	97970.158	96416.285
1502	Upper-middle-income countries	35810.515	35964.43	39581.723	38534.915	40074.939	40539.216	39449.179	42288.273	39846.65	36224.342	35489.843	33343.11	43266.357	49943.727	46544.312	46585.594	45710.224	43917.542	48116.093	47535.982	48363.98	46826.095	45844.641	45095.148	43305.37	40745.361	39816.199	38277.433	38394.455	39611.49	40464.544	41535.993	43560.756	40969.983	42281.019	43549.272	45600.239	47132.559	45733.912	46326.434	47055.82	41341.374	39371.029	38235.517	37418.012	36714.077	35805.572	34975.621	34286.892	33780.242	34320.167	33350.062	33031.64	32888.847	33267.085	33494.212	33808.327	34243.382	34934.007	35308.97	35232.289	35274.342	36750.847	35792.766	36339.968	34967.356	35470.443	35299.615	32174.808	30941.79	28262.938	26664.282
1501	Lower-middle-income countries	34347.639	35110.78	36166.659	37017.431	38000.531	38745.859	39584.221	40528.067	41339.261	42120.625	43026.259	43683.071	44690.41	45477.65	46224.327	46881.063	47476.741	48172.263	48880.435	49623.051	50487.933	51468.262	52313.353	53206.411	54016.833	54693.818	55690.763	56386.249	57391.886	58644.351	59918.386	61146.238	62314.47	63267.827	64122.656	64548.947	65288.84	65532.343	65931.389	66225.945	66342.854	66900.311	67083.642	67003.633	67144.976	67150.645	67142.134	67321.104	67526.543	67804.252	68476.551	69245.442	69491.299	69501.088	69613.406	69563.993	69644.655	70188.735	70605.272	71035.06	71253.438	71514.923	71772.912	71880.182	71288.182	71330.14	71229.253	70700.425	70702.23	70075.668	69707.22	69752.003
1500	Low-income countries	5634.883	5531.453	5633.485	5783.457	5927.327	6061.905	6173.543	6380.175	6521.736	6598.741	6755.003	6883.884	7078.129	7279.982	7457.821	7652.43	7874.51	8128.052	8318.743	8539.708	8751.216	8957.896	9181.889	9294.084	9482.387	9710.89	9926.957	10178.398	10428.94	10767.095	11034.298	11215.364	11410.198	11719.79	12032.079	12378.892	12682.128	12977.789	13247.695	13519.273	13828.272	14105.76	14412.566	14835.309	15157.656	15580.203	15908.506	16185.456	16426.502	16780.685	17092.879	17393.55	17719.871	18101.577	18482.195	18854.555	19297.539	19744.1	20108.14	20492.841	20861.534	21208.572	21540.241	21810.937	22074.555	22401.462	22729.767	23116.792	23534.174	24029.004	24471.629	24912.798
1518	No income group available	259.974	274.288	287.634	300.335	312.134	323.759	335.416	348.743	359.912	366.09	370.288	377.806	384.809	391.728	397.978	404.211	410.332	416.265	421.72	426.652	431.221	435.999	442.076	450.109	457.862	466.844	476.143	486.146	495.672	505.435	513.164	519.774	524.624	530.776	537.696	545.043	559.014	566.735	572.161	575.506	577.817	578.723	578.94	579.008	579.307	579.308	581.033	583.435	585.969	589.772	592.073	593.917	596.497	598.434	601.274	605.005	607.498	608.608	609.141	608.879	608.254	606.566	605.001	602.4	600.014	597.473	594.21	583.62	554.419	507.941	476.642	462.356
903	Africa	10949.117	11200.481	11448.324	11708.347	11941.297	12190.188	12452.733	12716.803	12982.382	13243.85	13537.719	13863.632	14204.59	14531.456	14863.738	15201.638	15559.453	15920.24	16291.829	16689.225	17086.274	17528.004	17938.848	18341.064	18817.423	19323.948	19818.048	20339.63	20860.824	21447.524	21983.903	22490.282	23060.01	23656.131	24152.568	24672.863	25161.215	25632.09	26012.738	26405.366	26758.177	27202.084	27648.705	28062.924	28448.879	28952.993	29394.952	29763.972	30211.69	30849.084	31447.74	32119.227	32749.885	33422.31	34129.684	34950.13	35734.934	36540.19	37411.101	38121.706	38920.418	39651.462	40261.502	40881.661	41516.552	42127.968	42514.802	43102.421	43713.385	44294.733	44807.257	45368.652
910	Eastern Africa	3240.626	3316.181	3389.436	3465.875	3540.414	3621.623	3708.865	3800.459	3889.029	3984.854	4085.397	4197.349	4313.767	4428.747	4548.16	4681.398	4814.772	4952.597	5101.023	5263.837	5418.793	5584.031	5735.305	5875.033	6043.814	6219.832	6396.099	6581.791	6748.052	6950.08	7126.364	7308.147	7510.834	7723.245	7935.166	8160.196	8370.311	8585.153	8775.373	8948.343	9137.385	9327.553	9499.421	9694.765	9845.699	10033.662	10289.471	10544.744	10747.739	10976.113	11188.019	11435.496	11654.025	11840.459	12083.569	12318.697	12519.315	12724.063	12920.023	13097.153	13268.363	13411.714	13487.232	13639.288	13807.938	14004.675	14214.817	14412.53	14624.961	14879.491	15106.572	15328.832
108	Burundi	116.224	117.067	117.77	119.013	119.972	121.13	122.196	123.309	124.674	126.251	128.076	129.947	134.716	136.984	139.623	146.597	149.508	154.57	158.374	163.124	165.756	170.196	173.326	165.35	170.791	178.144	182.302	187.441	194.391	203.224	207.27	228.274	228.72	235.023	236.869	240.827	242.155	245.396	250.215	253.144	256.2	259.01	261.676	271.529	208.2	266.254	265.063	249.706	249.258	260.402	268.825	277.12	291.756	304.505	321.627	339.874	354.99	369.271	383.774	402.474	426.118	431.538	434.602	440.647	444.733	448.194	432.48	426.555	424.108	431.143	435.303	437.599
174	Comoros	7.14	7.366	7.678	7.965	8.221	8.449	8.636	8.805	8.985	9.157	9.32	9.477	9.624	9.762	9.904	10.04	10.185	10.342	10.553	10.781	11.036	11.342	11.656	12.008	12.368	12.742	13.153	13.564	14.019	14.518	14.966	15.421	15.809	16.124	16.439	16.733	17.046	17.334	17.635	17.897	18.129	18.329	18.456	18.501	18.47	18.636	18.839	18.993	19.164	19.289	19.317	19.488	19.614	19.734	20.142	20.506	20.783	21.064	21.408	21.853	22.298	22.716	22.904	23.108	23.32	23.498	23.717	23.911	24.003	24.092	24.128	24.18
262	Djibouti	2.837	2.941	3.047	3.157	3.264	3.38	3.5	3.611	3.743	3.871	3.994	4.151	4.326	4.53	4.77	5.038	5.328	5.61	5.912	6.206	6.612	7.016	7.482	7.953	8.479	9.115	9.884	10.806	11.808	12.803	13.659	14.312	14.803	15.169	15.528	16.017	16.76	17.688	18.72	19.745	21.4	23.587	24.709	22.579	23.084	22.481	22.298	22.281	23.025	23.893	24.571	25.234	25.795	26.018	25.565	25.168	24.66	24.493	24.189	24.103	23.978	23.881	23.888	23.938	23.92	24.018	24.044	24.196	24.28	24.417	24.496	24.541
232	Eritrea	36.888	37.805	38.805	39.792	40.681	41.629	42.617	43.811	44.887	46.145	47.232	48.43	49.858	51.071	52.406	53.727	54.988	56.193	57.334	58.413	59.83	60.945	62.053	63.323	64.916	66.514	68.148	69.642	71.087	72.706	74.521	76.604	78.738	80.944	82.58	84.268	85.92	87.615	89.613	91.008	91.997	92.561	80.588	80.381	85.308	84.74	97.079	93.745	92.04	90.05	90.648	89.897	95.036	96.249	103.172	104.107	105.3	103.609	103.9	106.54	106.281	106.77	106.166	105.095	104.927	102.386	101.487	100.51	100.599	101.706	102.3	103.861
231	Ethiopia	874.711	889.569	898.737	909.755	920.899	934.485	950.542	967.406	985.252	1006.619	1031.961	1060.489	1089.9	1121.168	1156.7	1193.394	1229.692	1267.638	1307.865	1357.538	1399.019	1441.693	1481.072	1517.271	1560.731	1600.733	1644.082	1694.419	1711.767	1750.373	1764.382	1770.764	1858.233	1917.035	1984.558	2051.876	2110.971	2168.348	2229.615	2304.185	2389.49	2465.738	2547.65	2617.913	2677.392	2736.874	2810.898	2864.92	2894.639	2945.809	2984.415	3039.805	3084.587	3095.976	3137.819	3177.441	3207.115	3240.151	3244.916	3235.072	3258.513	3289.543	3289.081	3293.59	3345.796	3425.259	3506.866	3576.536	3667.649	3781.463	3841.565	3895.734
404	Kenya	285.133	299.148	313.448	327.874	342.299	356.445	372.2	388.355	402.502	414.114	427.727	446.309	464.927	482.352	499.728	520.697	538.519	554.646	571.603	589.313	605.698	625.092	638.925	652.487	667.703	684.98	704.441	722.086	743.831	766.237	787.378	816.026	838.447	859.67	888.44	913.133	941.448	965.953	982.483	997.81	1008.398	1018.877	1029.435	1044.071	1061.964	1088.378	1112.495	1138.531	1174.273	1198.705	1232.209	1270.723	1297.933	1318.185	1347.244	1380.255	1413.926	1449.756	1470.999	1475.773	1470.988	1460.603	1451.36	1440.023	1435.746	1452.29	1456.804	1457.61	1459.581	1451.197	1455.947	1468.358
450	Madagascar	192.166	196.465	200.99	205.763	210.754	215.701	220.764	225.863	230.905	235.587	240.224	244.855	249.75	254.978	260.93	266.784	275.391	284.182	294.024	304.565	316.511	331.385	340.834	348.544	356.265	364.287	373.233	382.748	392.018	400.196	406.483	412.312	421.934	430.642	441.526	453.489	463.48	480.562	495.107	510.459	528.568	543.817	559.627	577.315	595.264	612.945	626.788	638.274	645.26	652.512	655.449	665.369	672.895	685.457	698.684	714.551	730.792	746.153	760.188	776.08	783.282	783.591	787.102	794.968	801.103	814.367	835.638	850.058	861.57	872.971	884.817	895.045
454	Malawi	145.03	148.897	153.11	157.446	160.021	165.054	170.268	175.862	181.376	187.413	193.012	199.2	205.273	211.508	215.775	221.064	227.031	233.308	239.385	244.184	249.173	254.359	260.226	265.909	271.991	279.124	286.965	295.568	304.796	315.48	328.701	339.48	350.72	360.617	370.167	382.221	393.354	403.977	423.163	438.55	454.157	466.557	476.987	487.917	484.233	470.085	475.895	485.74	496.726	505.525	510.145	520.411	532.093	545.608	558.882	573.485	582.845	589.088	593.115	598.085	601.115	604.469	604.738	606.818	606.439	605.977	606.249	614.279	623.309	634.083	644.116	653.703
480	Mauritius	22.308	22.733	23.029	23.464	23.676	23.996	24.456	25.044	25.77	26.58	27.417	27.805	27.753	27.551	27.111	26.469	25.632	24.73	23.849	23.042	22.333	22.033	21.99	22.31	22.601	22.668	23.293	23.625	23.893	23.889	23.657	23.171	22.574	22.039	21.164	19.978	18.936	19.723	20.809	21.894	22.748	22.609	23.357	22.947	22.389	21.422	21.344	20.652	19.567	20.935	20.485	20.047	20.34	19.847	19.807	19.22	18.025	17.544	16.748	15.872	15.454	15.263	15.097	13.949	13.88	13.265	13.456	13.755	13.431	13.282	13.462	13.437
175	Mayotte	1.081	1.091	1.105	1.115	1.128	1.139	1.149	1.167	1.187	1.205	1.225	1.242	1.264	1.289	1.322	1.36	1.409	1.469	1.533	1.601	1.663	1.732	1.797	1.871	1.947	2.031	2.1	2.175	2.254	2.352	2.474	2.611	2.753	2.897	3.04	3.188	3.358	3.554	3.764	3.969	4.181	4.395	4.599	4.818	5.037	5.253	5.457	5.626	5.751	5.828	5.879	5.976	6.108	6.245	6.395	6.632	6.89	7.156	7.179	7.199	7.227	7.29	7.379	7.811	8.446	9.342	10.024	10.536	10.597	10.966	10.593	10.641
508	Mozambique	276.983	280.095	283.784	287.075	290.714	294.677	298.555	303.12	307.212	314.293	321.996	329.281	337.394	344.608	350.868	357.443	364.856	371.932	379.929	388.529	396.019	403.481	413.449	426.034	440.587	456.751	474.402	493.304	515.483	539.161	559.2	562.833	570.19	580.46	592.534	601.894	612.019	620.848	613.743	615.762	619.438	625.646	632.158	640.147	659.061	693.175	711.051	735.663	749.322	764.274	778.507	791.931	805.68	824.3	834.319	847.395	860.056	875.783	910.584	942.116	970.243	988.887	1005.848	1023.615	1021.485	1041.021	1063.303	1089.214	1111.3	1131.557	1152.789	1174.346
638	Réunion	12.97	13.193	13.275	13.444	13.598	13.85	14.205	14.59	15.07	15.528	16.015	16.457	16.973	17.124	17.177	17.139	16.832	16.353	15.784	15.634	14.035	13.822	13.773	13.664	13.576	13.538	13.31	13.183	13.137	13.065	13.464	13.132	12.855	13.332	14.033	14.21	13.893	14.181	14.512	14.95	15.376	15.491	15.632	14.828	14.608	14.326	14.3	14.899	14.789	14.974	16.06	15.756	15.513	15.6	15.729	15.958	15.68	15.892	16.03	15.52	15.486	15.429	15.578	15.272	15.356	15.531	15.118	14.885	14.534	14.353	14.205	14.071
646	Rwanda	119.443	123.208	127.321	131.28	134.994	138.454	141.954	145.115	148.3	151.093	153.59	155.36	156.276	156.612	157.26	159.316	162.895	168.336	175.136	182.602	190.166	197.348	204.571	212.354	220.048	227.814	237.021	245.42	254.261	264.389	273.807	284.505	294.079	302.234	307.261	310.192	315.351	321.894	326.416	327.2	324.591	323.177	324.929	329.793	323.709	224.164	247.546	309.91	327.949	331.224	333.954	337.17	339.099	344.262	351.121	356.713	360.379	362.335	362.102	361.265	359.331	356.113	356.053	360.066	365.06	370.93	377.835	384.173	390.707	395.247	398.512	403.681
690	Seychelles	1.244	1.275	1.311	1.345	1.347	1.37	1.401	1.441	1.487	1.541	1.6	1.657	1.708	1.756	1.796	1.827	1.847	1.857	1.858	1.851	1.835	1.826	1.833	1.836	1.865	1.913	1.706	1.651	1.836	1.765	1.841	1.786	1.55	1.625	1.688	1.644	1.68	1.65	1.654	1.638	1.594	1.671	1.587	1.644	1.666	1.538	1.532	1.433	1.409	1.429	1.461	1.411	1.454	1.475	1.47	1.583	1.523	1.61	1.674	1.708	1.584	1.71	1.742	1.65	1.641	1.684	1.746	1.764	1.735	1.704	1.668	1.642
706	Somalia	111.738	113.655	115.558	117.494	119.488	121.575	123.779	126.178	128.645	131.094	133.788	136.556	139.545	142.587	145.804	149.201	152.676	156.251	160.043	163.991	168.123	172.655	177.146	182.006	187.02	192.42	198.098	203.958	214.089	240.887	277.302	291.329	285.754	296.252	307.257	321.553	335.893	351.249	361.541	352.491	349.163	346.465	327.368	327.63	351.181	360.026	375.622	388.239	403.112	418.943	433.978	450.098	467.423	481.788	497.78	512.853	527.402	538.76	554.707	564.972	575.837	588.55	589.585	603.666	622.191	640.231	657.011	674.938	692.627	711.293	728.149	743.932
