country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
788	Tunisia	2.552	1.298	0.153	-0.851	-1.739	-2.476	-32.197	-62.832	-66.108	-66.74	-66.87	-66.88	-66.783	-65.956	-64.952	-54.215	-27.39	-19.162	-9.852	-10.056	-10.062	-9.95	-9.787	-9.607	-9.256	-8.762	-11.064	-12.574	-12.406	-12.117	-11.505	-10.778	-10.563	-5.791	5.894	5.148	6.143	6.607	7.003	7.272	7.453	7.712	8	5.978	0.594	-10.177	-12.61	-13.789	-15.073	-16.316	-17.475	-18.429	-19.029	-20.774	-24.512	-29.303	-29.586	-29.009	-28.334	-27.364	-25.953	11.481	-29.555	-27.026	-26.591	-25.23	-23.826	-22.368	-21.013	-19.609	-9.189	-9.189	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
732	Western Sahara	0.968	1.014	1.073	1.154	1.242	1.347	1.468	1.588	1.722	1.895	2.078	2.264	2.43	2.578	2.793	3.049	3.277	3.723	3.936	3.948	3.648	-2.047	-2.093	-2.275	-3.329	-18.665	11.794	11.785	11.793	11.793	7.34	4.513	2.469	1.198	1.198	1.198	1.198	1.198	1.198	1.197	1.198	1.197	1.198	1.197	1.197	6.442	8.059	8.059	8.058	8.058	8.44	8.439	8.44	8.44	8.439	8.389	8.978	8.56	8.145	8.603	9.085	9.553	10.013	10.282	7.407	7.226	7.051	6.861	6.688	6.516	3.498	3.498	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6
913	Southern Africa	1.572	0.415	-3.669	-14.25	-12.943	-13.6	-13.732	-11.447	-22.195	-3.05	11.862	49.63	62.216	65.775	69.954	67.638	63.864	72.845	69.129	63.506	55.771	36.71	51.721	57.829	56.06	55.673	37.07	70.574	50.717	62.782	47.901	11.664	37.286	57.488	74.281	130.892	251.231	268.273	307.382	359.179	233.615	10.656	-84.329	-105.85	-127.622	-103.56	-91.851	-67.852	-72.087	-92.195	-96.97	-50.977	20.756	30.579	21.758	-2.692	10.142	14.598	19.882	22.406	46.972	40.451	43.205	38.571	267.353	623.952	-885.724	-28.971	9.298	4.28	21.98	2.062	47.715	48.317	48.861	49.397	49.98	50.631	51.446	52.758	54.285	55.657	56.583	56.8	56.895	56.994	57.083	57.178	57.259	57.336	57.42	57.498	57.579	57.644	57.735	57.808	57.888	57.92	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928	57.928
72	Botswana	-1.078	-1.208	-1.334	-2.026	-2.874	-3.594	-4.136	-4.459	-4.548	-4.484	-4.329	-4.162	-4.026	-3.998	-4.123	-14.195	-14.483	-14.7	-14.874	-14.995	-12.728	-3.088	6.914	10.892	11.307	11.741	12.202	12.631	12.92	12.991	12.064	8.632	2.402	2.387	2.805	3.298	3.755	4.088	4.231	4.219	4.144	4.166	7.113	7.343	7.567	7.808	7.999	8.146	8.203	8.177	7.97	7.418	4.964	4.758	4.758	4.771	4.798	4.834	4.82	4.349	3.562	1.301	0.488	0.471	1.138	2.145	3.129	3.761	3.819	2.933	1.816	1.816	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
748	Eswatini	-1.028	-1.054	-1.108	-1.168	-1.251	-1.34	-1.446	-1.549	-1.678	-1.869	-2.082	-2.271	-2.389	-2.357	-2.049	-1.582	-1.558	-2.078	-2.743	-2.913	-3.059	-3.181	-3.25	-3.289	-3.296	-3.224	-2.98	-2.988	-2.439	-2.649	-2.808	-7.809	-2.887	-2.85	-2.884	1.79	1.353	2.417	14.879	-7.701	7.169	7.496	6.012	-6.692	-48.259	-2.501	-2.949	-5.749	-6.058	-6.575	-6.689	-6.832	-7.036	-7.327	-7.656	-8	-8.136	-7.997	-10.009	-10.223	-10.467	-10.654	-10.706	-10.662	-10.586	-10.464	-10.295	-10.127	-9.956	-9.796	-4.897	-4.897	-5.733	-5.268	-4.869	-4.465	-4.021	-3.5	-2.797	-1.61	-0.203	1.077	1.883	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
426	Lesotho	-0.985	-1.072	-1.154	-1.231	-1.314	-1.386	-1.433	1.95	2.174	2.386	2.591	2.772	2.966	3.17	3.367	4.055	5.459	9.797	10.287	10.316	10.278	10.211	10.172	10.202	10.3	8.959	5.641	1.123	0.947	0.96	0.95	0.96	0.967	1.016	1.065	0.398	-1.321	-9.727	-11.357	-12.087	-12.891	-13.676	-14.381	-15.018	-15.511	-16.279	-17.727	-20.22	-21.347	-22.483	-23.572	-24.606	-25.582	-26.42	-27.129	-22.692	-11.085	-9.748	-3.102	-4.626	-6.204	-6.852	-6.827	-6.452	-5.466	-4.129	-3.861	-3.327	-3.234	-2.989	-1.49	-1.49	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
516	Namibia	-4.091	-4.158	-4.029	-4.286	-4.453	-4.527	-4.467	-4.301	-4.042	-3.691	-3.227	-2.807	-2.403	-2.016	-1.66	-1.327	-1.023	-0.339	-0.636	-0.057	-0.244	-0.208	-0.236	-1.066	-0.744	-0.553	-5.048	-3.907	-22.827	-4.818	-15.041	-18.901	-0.889	-0.481	-0.267	2.09	3.953	4.559	10.916	75.072	3.969	0.309	2.487	5.464	5.578	5.712	5.866	6.023	6.18	6.333	5.709	2.869	-1.913	-6.153	-7.192	-8.195	-8.792	-8.905	-8.775	-8.626	-8.518	-8.639	-8.596	-8.58	-8.607	-8.596	-8.596	-8.597	-8.596	-8.596	-4.301	-4.301	-4.061	-3.916	-3.773	-3.634	-3.501	-3.373	-3.25	-3.131	-3.017	-2.906	-2.8	-2.698	-2.599	-2.504	-2.412	-2.324	-2.239	-2.158	-2.079	-2.003	-1.93	-1.856	-1.773	-1.689	-1.619	-1.577	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572	-1.572
710	South Africa	8.754	7.907	3.956	-5.539	-3.051	-2.753	-2.25	-3.088	-14.101	4.608	18.909	56.098	68.068	70.976	74.419	80.687	75.469	80.165	77.095	71.155	61.524	32.976	38.121	41.09	38.493	38.75	27.255	63.715	62.116	56.298	52.736	28.782	37.693	57.416	73.562	123.316	243.491	266.936	288.713	299.676	231.224	12.361	-85.56	-96.947	-76.997	-98.3	-85.04	-56.052	-59.065	-77.647	-80.388	-29.826	50.323	65.721	58.977	31.424	33.357	36.414	36.948	41.532	68.599	65.295	68.846	63.794	290.874	644.996	-866.101	-10.681	27.265	22.728	30.852	10.934	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496	58.496
914	Western Africa	20.799	9.68	-10.629	-45.587	-39.875	-42.167	-42.769	-47.413	-91.162	-24.292	-0.959	-41.749	-36.618	-37.418	-44.332	-12.988	-16.836	16.058	5.173	-8.03	23.74	-60.526	-23.877	-17.591	34.903	48.872	-34.411	32.763	8.28	-1.662	36.038	-53.907	-38.528	-595.571	-152.719	-213.889	-213.08	-164.203	-77.525	-54.225	-468.544	-210.956	-78.924	-215.229	-205.001	-126.704	-188.041	76.775	-31.555	-177.68	-103.993	-8.22	-57.977	-214.691	-163.032	-178.36	-239.169	-234.677	-279.521	-313.068	-273.669	-170.72	-336.969	-322.653	-236.275	-301.716	-159.033	-129.895	-249.897	-280.531	-71.122	-181.571	-165.826	-165.799	-165.747	-165.675	-165.6	-165.539	-165.478	-165.431	-165.379	-165.332	-165.296	-165.247	-165.212	-165.179	-165.143	-165.111	-165.082	-165.053	-165.029	-164.997	-164.978	-164.953	-164.928	-164.903	-164.885	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871	-164.871
204	Benin	-4.602	-4.601	-4.602	-4.602	-4.601	-4.602	-4.6	-4.6	-4.608	-4.649	-4.725	-4.797	-4.847	-4.85	-4.837	-4.8	-4.767	-4.754	-4.755	-4.795	-4.854	-4.921	-4.965	-4.954	-4.815	-4.6	-4.309	-4.02	-3.73	-3.363	-2.945	-2.551	-2.255	-2.101	-2.024	-1.965	-1.905	-1.807	-1.87	-0.32	-0.337	0	-0.148	156.226	-85.132	-45.474	-16.498	-1.326	2.054	3.17	3.337	3.73	3.568	4.278	4.173	30.492	-15.131	0.247	3.192	4.272	3.947	4.278	1.267	-0.899	3.667	3.366	3.827	3.716	3.368	3.363	1.732	1.732	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2
854	Burkina Faso	-18.107	-18.439	-19.746	-22.23	-21.681	-21.805	-21.836	-22.231	-25.746	-22.54	-23.329	-24.796	-26.156	-26.497	-26.414	-25.486	-27.388	-26.54	-27.554	-28.496	-28.92	-34.623	-33.785	-34.553	-30.69	-30.577	-25.856	-18.974	-19.322	-18.613	-15.379	-17.838	-15.907	-11.651	-12.476	-16.65	-25.107	-29.139	-30.131	-31.911	-33.043	-50.568	-45.114	-43.888	-37.638	-39.033	-44.413	-37.277	-5.376	-1.926	3.88	10.651	16.076	15.362	17.573	9.794	-4.22	-28.226	-40.782	-40.215	-42.128	-33.455	-20.961	-33.275	-18.009	-19.754	-7.603	-14.801	-23.971	-25.277	-5.665	-13.097	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998	-24.998
132	Cabo Verde	-2.685	-2.685	-2.913	-3.105	-3.24	-3.216	-3.156	-2.936	-2.585	-2.207	-2.269	0.055	0.9	0.944	1.004	1.094	1.23	1.374	1.52	1.605	0.173	-4.087	-6.314	-6.412	-6.51	-6.509	-7.073	-7.431	-7.57	-7.653	-5.983	-5.679	-5.634	-5.839	-6.035	-6.193	-6.316	-6.416	-6.466	-5.701	-3.499	-2.292	-1.443	-1.203	-1.109	-1.068	-1.061	-1.068	-1.103	-1.261	-2.722	-3.11	-3.372	-3.571	-3.662	-3.673	-3.456	-3.443	-3.295	-3.429	-1.914	-1.744	-1.625	-1.585	-1.534	-1.474	-1.408	-1.354	-1.323	-1.296	-1.274	-1.274	-1.256	-1.227	-1.174	-1.105	-1.031	-0.962	-0.906	-0.856	-0.808	-0.763	-0.72	-0.68	-0.642	-0.606	-0.572	-0.54	-0.51	-0.482	-0.454	-0.429	-0.405	-0.381	-0.356	-0.33	-0.309	-0.297	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295	-0.295
384	Côte d'Ivoire	16.535	14.781	13.969	13.962	14.618	15.8	17.356	19.163	21.433	25.822	31.307	36.41	39.669	40.132	40.132	40.132	40.132	40.132	41.192	48.198	58.885	69.727	77.214	78.96	79.445	79.765	20.141	14.753	9.446	4.929	1.771	-0.176	-1.481	-2.485	-3.289	-4.006	-4.774	8.742	39.814	59.771	62.979	64.083	65.59	66.74	67.09	66.455	65.161	61.503	27.375	-42.783	-63.877	-76.73	-90.581	-99.98	-108.973	-117.468	-124.792	-130.231	-133.857	-136.317	-138.26	-156.846	-144.173	-148.501	-23.011	-21.498	-20.148	-18.758	-17.19	-15.52	-12.301	-21	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
270	Gambia	2.282	2.282	2.282	2.282	2.282	2.282	2.282	2.282	2.282	2.282	2.282	2.282	2.282	2.282	2.282	2.282	2.282	2.615	2.706	2.757	2.784	2.82	2.861	2.903	2.606	2.98	3.44	3.97	4.489	4.907	5.266	5.436	5.75	6.718	7.739	8.373	8.932	9.558	10.185	10.768	11.239	11.531	9.18	3.13	-1.591	-2.8	-2.951	-3.099	-3.291	-3.486	-3.676	-3.876	-4.068	-3.717	-3.632	-3.204	-2.667	-2.325	-2.203	-2.267	-2.464	-2.363	-2.342	-2.486	-2.797	-3.224	-3.477	-3.694	-3.936	-4.186	-1.96	-1.96	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
288	Ghana	14.249	13.855	12.243	9.076	9.763	9.572	9.486	8.904	3.743	10.472	12.176	-48.78	-48.017	-46.51	-43.475	-38.52	-38.136	-35.668	-36.684	-28.746	-10.239	-12.234	-4.596	-1.169	-1.197	-0.29	-2.533	15.245	18.037	20.291	-13.567	-12.3	7.862	15.279	-105.676	-106.911	-98.157	-84.713	-64.855	-52.328	-46.822	-57.922	-47.772	-49.825	-47.17	-42.594	-37.148	-15.423	-17.583	-17.306	-4.208	36.057	40.58	28.764	34.434	21.273	28.539	32.815	30.509	22.415	-3.724	-0.733	1.008	-2.388	-6.316	-13.308	7.014	-4.914	-19.374	-21.86	-0.297	-11.253	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999
324	Guinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35	-2.846	-6.904	-11.545	-15.804	-19.085	-22.661	-26.254	-29.25	-31.04	-30.978	-28.81	-25.331	-21.4	-17.938	-15.287	-11.449	-6.966	-2.905	-0.357	-0.647	-5.149	107.641	66.718	-3.292	45.616	-8.824	18.021	-4.973	-107.718	-30.939	-46.248	-77.558	-155.276	-33.495	-36.982	-56.11	-71.104	-48.145	-34.349	-32.957	-34.05	-31.352	-29.092	-32.842	-29.151	-22.75	-15.127	-14.196	-13.726	-9.195	-3.243	-4.364	-4.367	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
624	Guinea-Bissau	-2.149	-5.516	-6.063	-6.52	-6.874	-7.151	-7.385	-7.572	-7.745	-7.911	-8.009	-3.575	-3.952	-5.999	-23.966	-19.961	-11.031	1.525	2.774	-11.049	1.134	-13.321	-1.997	-1.997	22.08	26.186	29.447	31.188	30.184	-13.801	-8.08	-8.286	-8.546	-8.73	-8.816	-8.816	-8.748	-8.623	-8.474	-8.298	-8.15	1.621	7.531	8.562	3.174	-4.376	-7.369	-8.176	-8.163	-7.686	-6.971	-6.239	-5.712	-5.487	-5.144	-4.662	-4.142	-3.676	-3.313	-2.821	-2.257	-1.76	-1.442	-1.395	-1.393	-1.393	-1.392	-1.398	-1.396	-1.395	-1.394	-1.395	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4
430	Liberia	-0.625	-0.281	-0.095	-0.195	0.387	0.749	1.04	1.123	0.393	1.507	1.891	2.124	2.189	2.167	2.189	2.435	1.964	2.18	1.973	1.991	2.294	1.305	2.022	2.283	2.094	2.038	1.259	3.548	3.492	3.492	4.012	2.755	2.536	7.864	7.518	7.482	6.536	6.832	7.738	8.153	-712.546	78.052	56.21	7.3	-121.407	54.372	-37.922	281.48	99.203	53.643	-2.06	7.142	-23.11	-103.564	-1.001	101.019	77.946	65.306	17.405	1.193	2.848	91.983	-25.708	-21.995	-26.692	-15.195	-26.822	-24.83	-23.226	-19.697	-10.119	-11.862	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
466	Mali	-3.683	-4.328	-6.134	-9.318	-9.172	-9.845	-10.48	-11.551	-15.892	-11.295	-10.332	-10.165	-10.843	-11.98	-13.252	-13.693	-17.072	-16.944	-18.058	-18.341	-17.521	-22.18	-19.647	-19.183	-22.508	-26.632	-34.088	-28.926	-31.602	-32.438	-30.239	-34.216	-34.232	-34.214	-47.454	-63.524	-82.188	-91.198	-88.203	-75.987	-68.856	-77.38	-70.975	-68.995	-63.686	-67.932	-68.134	-56.107	-30.323	-21.74	-17.423	-12.53	-8.926	-11.78	-10.805	-17.436	-18.275	-19.966	-24.538	-34.428	-34.523	-43.216	-140.747	-41.013	-50.149	-48.947	-30.294	-33.995	-40.761	-44.428	-14.978	-22.236	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998	-39.998
478	Mauritania	-0.236	-0.237	-0.244	-0.26	-0.278	-0.291	-0.305	-0.315	-0.315	-0.318	-0.322	-0.336	-0.347	-0.369	-0.397	-0.438	-0.477	-0.521	-0.575	-0.698	-0.864	-1.019	-1.148	-1.209	-1.325	-1.477	-1.655	-2.998	-2.998	-2.997	-2.997	-2.998	-2.998	-2.998	-2.998	-2.998	-2.998	-2.997	-2.997	-17.967	-3.002	-2.998	34.504	6.215	5.305	-22.996	-28.88	-8.191	-8.513	-2.998	-2.997	-21.099	-18.933	-19.137	-19.075	-18.723	-18.058	-17.078	-8.361	-2.553	3.637	9.34	14.07	-2.987	-2.984	-3.018	-3.009	-3.001	-2.987	-3.018	-1.494	-1.494	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
562	Niger	6.665	4.322	2.056	0	-1.829	-3.31	-4.37	-4.94	-4.935	-4.426	-3.653	-2.893	-2.375	-2.301	-2.301	-2.301	-2.301	-2.301	-2.287	-2.249	-2.226	-2.287	-2.532	-2.951	-3.181	-3.256	-3.312	-3.476	-3.496	-3.498	-5.582	-7.58	-8.959	-9.231	-9.227	-6.141	-2.731	-2.347	-1.148	0.619	0.084	-1.513	-2.266	-2.277	-0.966	3.837	-8.065	-13.699	-7.303	-12.054	-8.533	-8.668	-9.56	-8.855	-9.082	-9.71	-10.071	-10.086	-9.853	-9.028	-8.045	-6.953	18.714	-2.551	3.883	17.051	14.833	-6.827	-3.816	-15.787	-4.403	-4.405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
