country_code	name	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	2.1683	1.9495	1.7957	1.7192	1.6975	1.6825	1.6551	1.6172	1.5756	1.5338	1.4975	1.4657	1.4421	1.4185	1.3941	1.3714
1834	Sub-Saharan Africa	4.3636	3.8404	3.4043	3.0696	2.8074	2.5817	2.3838	2.2148	2.0746	1.9558	1.8535	1.7648	1.6962	1.6337	1.5801	1.5338
1833	Northern Africa and Western Asia	2.6292	2.3012	2.0599	1.913	1.8263	1.7627	1.7081	1.6553	1.6003	1.5504	1.5111	1.4729	1.4461	1.4219	1.3967	1.3751
1831	Central and Southern Asia	2.0804	1.8004	1.6144	1.5267	1.4924	1.4629	1.4307	1.4039	1.3768	1.3506	1.3262	1.307	1.2939	1.2844	1.2716	1.2591
1832	Eastern and South-Eastern Asia	1.3708	1.2013	1.1029	1.0717	1.0939	1.1249	1.1436	1.1418	1.1382	1.1291	1.1296	1.1338	1.1411	1.1424	1.14	1.1381
1830	Latin America and the Caribbean	1.7036	1.4709	1.3259	1.2641	1.2431	1.2342	1.2242	1.2156	1.2084	1.1973	1.191	1.1859	1.1842	1.1856	1.1834	1.1822
1835	Oceania (excluding Australia and New Zealand)	2.9443	2.5646	2.2984	2.1259	2.0059	1.91	1.8239	1.7481	1.6806	1.6304	1.5891	1.5363	1.5027	1.465	1.4433	1.4126
1836	Australia/New Zealand	1.4751	1.2941	1.1823	1.1498	1.1565	1.1604	1.1628	1.1688	1.1707	1.1756	1.1759	1.1807	1.1867	1.1865	1.186	1.1865
1829	Europe and Northern America	1.3983	1.2431	1.1489	1.1216	1.1309	1.1437	1.152	1.1589	1.1638	1.1694	1.1736	1.1757	1.1781	1.1824	1.1847	1.1852
901	More developed regions	1.3806	1.2263	1.1329	1.1069	1.1181	1.1316	1.1411	1.1484	1.1537	1.1595	1.1643	1.167	1.1701	1.1745	1.1772	1.1783
902	Less developed regions	2.2815	2.0485	1.8827	1.7953	1.7642	1.7415	1.7069	1.6628	1.6164	1.57	1.5294	1.4937	1.4671	1.4407	1.4144	1.3901
941	Least developed countries	3.7604	3.3331	2.9957	2.7548	2.5736	2.4162	2.268	2.1337	2.0149	1.9153	1.8231	1.741	1.678	1.6197	1.5689	1.5248
934	Less developed regions, excluding least developed countries	1.9669	1.7444	1.5922	1.5172	1.4994	1.4929	1.4768	1.4511	1.4225	1.3904	1.3668	1.3481	1.3358	1.3237	1.3089	1.2947
948	Less developed regions, excluding China	2.5519	2.271	2.071	1.9575	1.8943	1.8396	1.7817	1.7243	1.669	1.6167	1.5698	1.5272	1.4943	1.4635	1.4342	1.4078
1636	Land-locked Developing Countries (LLDC)	3.7416	3.2662	2.9007	2.6496	2.4681	2.3099	2.1662	2.0371	1.9226	1.8273	1.7414	1.6705	1.6151	1.5634	1.5184	1.479
1637	Small Island Developing States (SIDS)	2.1129	1.8572	1.6917	1.6087	1.5689	1.5394	1.5085	1.4808	1.4455	1.417	1.3947	1.3693	1.3528	1.3336	1.3217	1.3017
1503	High-income countries	1.411	1.2394	1.139	1.1114	1.1221	1.1346	1.1429	1.1503	1.155	1.1587	1.1614	1.1623	1.1646	1.1682	1.17	1.1709
1517	Middle-income countries	2.021	1.7955	1.6407	1.5669	1.5509	1.544	1.5265	1.499	1.4684	1.4354	1.4102	1.3895	1.3755	1.3611	1.3442	1.3276
1502	Upper-middle-income countries	1.3897	1.2061	1.1063	1.0823	1.1092	1.1372	1.1515	1.1526	1.1519	1.1474	1.1508	1.1549	1.161	1.1648	1.1629	1.1624
1501	Lower-middle-income countries	2.417	2.1288	1.9268	1.8185	1.7625	1.7125	1.6619	1.6146	1.5709	1.5277	1.4914	1.4589	1.4344	1.4117	1.3897	1.3688
1500	Low-income countries	4.3835	3.8303	3.3834	3.0543	2.8029	2.5895	2.3942	2.2235	2.0786	1.9605	1.8548	1.7634	1.6926	1.6281	1.5725	1.5262
1518	No income group available	2.0417	1.7667	1.5711	1.4715	1.4209	1.388	1.3499	1.3247	1.299	1.2815	1.2669	1.2536	1.2411	1.2382	1.2352	1.2249
903	Africa	4.0874	3.6077	3.2098	2.9112	2.6802	2.4819	2.3071	2.1557	2.028	1.9183	1.8234	1.7401	1.676	1.6174	1.5667	1.5231
910	Eastern Africa	4.0029	3.4472	3.0159	2.7117	2.4889	2.3064	2.1512	2.0157	1.895	1.7975	1.7144	1.6429	1.5898	1.5414	1.499	1.461
108	Burundi	4.8194	4.1378	3.5649	3.1526	2.8273	2.5718	2.352	2.1727	2.0257	1.9288	1.8164	1.7304	1.6663	1.5981	1.5478	1.5166
174	Comoros	3.7603	3.2736	2.909	2.6614	2.4796	2.3251	2.1912	2.0824	1.9686	1.8652	1.7821	1.7086	1.6454	1.5887	1.5388	1.4884
262	Djibouti	2.6065	2.2219	1.955	1.789	1.6852	1.6049	1.5424	1.4918	1.4501	1.4036	1.3716	1.3466	1.3225	1.3089	1.301	1.2903
232	Eritrea	3.631	3.0857	2.6808	2.415	2.2341	2.0664	1.9357	1.8258	1.7304	1.6549	1.5943	1.5483	1.4989	1.461	1.4243	1.396
231	Ethiopia	3.905	3.312	2.8608	2.555	2.3575	2.1807	2.0356	1.8963	1.7795	1.6858	1.6104	1.5431	1.4923	1.4503	1.4212	1.3874
404	Kenya	3.1363	2.7172	2.4087	2.1972	2.0472	1.9235	1.7999	1.7056	1.6124	1.5477	1.4961	1.4483	1.4172	1.3885	1.357	1.3386
450	Madagascar	3.6361	3.1623	2.8126	2.5653	2.3928	2.2574	2.1397	2.0302	1.9324	1.8337	1.7635	1.6859	1.616	1.5663	1.5205	1.4906
454	Malawi	3.6954	3.1759	2.782	2.5228	2.3198	2.16	2.0189	1.9098	1.8047	1.7242	1.6581	1.587	1.5446	1.495	1.4593	1.4287
480	Mauritius	1.2482	1.0619	0.9551	0.9305	0.947	0.9617	0.9793	0.9918	1.0039	1.0133	1.0268	1.0384	1.0443	1.0529	1.063	1.0638
175	Mayotte	4.2174	3.7149	3.345	3.0862	2.8839	2.7147	2.5642	2.4185	2.2937	2.1887	2.0839	1.9917	1.9043	1.8214	1.7439	1.6623
508	Mozambique	4.4009	3.8082	3.3056	2.9291	2.6349	2.396	2.2085	2.0554	1.92	1.8142	1.7261	1.6581	1.605	1.5486	1.502	1.4681
638	Réunion	2.0771	1.7817	1.5908	1.4881	1.4421	1.4117	1.3778	1.3592	1.3371	1.3219	1.3001	1.2864	1.2763	1.2617	1.2425	1.2439
646	Rwanda	3.597	3.1251	2.7616	2.5206	2.3298	2.1825	2.0448	1.9231	1.8106	1.7158	1.6438	1.5798	1.5203	1.4761	1.439	1.3963
690	Seychelles	2.167	1.85	1.6289	1.526	1.4832	1.4498	1.4177	1.3924	1.3586	1.3419	1.3256	1.3124	1.2954	1.284	1.2731	1.2626
706	Somalia	6.0405	5.2994	4.6351	4.0753	3.6078	3.21	2.8688	2.5852	2.3484	2.1599	2.011	1.8889	1.7904	1.7162	1.6486	1.5832
728	South Sudan	4.1935	3.5294	3.0372	2.6709	2.4281	2.2319	2.0673	1.9273	1.8274	1.74	1.65	1.5845	1.5424	1.499	1.458	1.4298
800	Uganda	4.3078	3.5857	3.0148	2.6443	2.3696	2.1747	2.0058	1.8781	1.7673	1.6691	1.5846	1.5309	1.4931	1.4524	1.4159	1.3821
834	United Republic of Tanzania	4.4967	3.9423	3.5083	3.1664	2.8823	2.6457	2.4641	2.3048	2.1633	2.043	1.9276	1.8278	1.7644	1.702	1.6444	1.5863
894	Zambia	4.0847	3.5661	3.1478	2.8513	2.628	2.4639	2.3107	2.1851	2.0639	1.9709	1.8779	1.7948	1.7284	1.6687	1.5997	1.5531
716	Zimbabwe	3.2844	2.8585	2.5503	2.3448	2.1962	2.0641	1.9444	1.8397	1.7404	1.6596	1.6082	1.5514	1.5021	1.4671	1.4317	1.4002
911	Middle Africa	5.3921	4.8627	4.3583	3.9113	3.5205	3.1786	2.8643	2.6046	2.3928	2.223	2.0709	1.9384	1.8386	1.7513	1.6735	1.6116
24	Angola	5.05	4.4397	3.9061	3.4734	3.1209	2.8178	2.5798	2.3782	2.1975	2.0538	1.9383	1.8301	1.7581	1.6954	1.6392	1.5876
120	Cameroon	4.2269	3.6916	3.2789	2.9879	2.7706	2.5952	2.4247	2.2818	2.1657	2.0574	1.9602	1.8762	1.7969	1.7338	1.6664	1.6087
140	Central African Republic	5.7344	5.1206	4.4525	3.8469	3.332	2.8946	2.5511	2.2784	2.0614	1.9025	1.7763	1.6831	1.6081	1.5644	1.5146	1.4736
148	Chad	6.0348	5.3898	4.7977	4.3134	3.8758	3.4728	3.1343	2.8279	2.5694	2.3724	2.1921	2.0485	1.9331	1.8239	1.7261	1.6498
178	Congo	3.943	3.4614	3.0963	2.8349	2.6552	2.4993	2.3587	2.2442	2.1256	2.0268	1.9427	1.8552	1.7724	1.7145	1.6634	1.6168
180	Democratic Republic of the Congo	5.9441	5.4444	4.9153	4.3972	3.923	3.5056	3.1033	2.7805	2.5284	2.3288	2.1478	1.9917	1.8773	1.7761	1.6892	1.6229
226	Equatorial Guinea	4.0106	3.3511	2.8541	2.4979	2.243	2.0474	1.8906	1.7743	1.6938	1.6073	1.5373	1.488	1.4541	1.4218	1.3986	1.3764
266	Gabon	3.2884	2.8473	2.525	2.3083	2.1712	2.0444	1.9293	1.8431	1.7564	1.6768	1.6122	1.5483	1.4999	1.4673	1.4377	1.412
678	Sao Tome and Principe	3.5981	3.1124	2.7514	2.5144	2.3399	2.1953	2.0879	1.9667	1.8633	1.7822	1.7089	1.6422	1.5876	1.5298	1.4941	1.4656
912	Northern Africa	2.8752	2.5036	2.2268	2.0587	1.9489	1.8714	1.8068	1.7442	1.6839	1.6289	1.5831	1.5373	1.5053	1.4763	1.4479	1.4265
12	Algeria	2.6737	2.2234	1.9137	1.7293	1.6202	1.5489	1.4903	1.4531	1.4151	1.3881	1.3622	1.3459	1.3216	1.3027	1.2925	1.2862
818	Egypt	2.7295	2.3934	2.1383	1.9816	1.8821	1.797	1.7151	1.6414	1.5828	1.5264	1.4889	1.4455	1.4171	1.394	1.3655	1.354
434	Libya	2.2538	1.8573	1.5933	1.4625	1.4078	1.3692	1.3378	1.3136	1.2946	1.2752	1.2733	1.2592	1.2468	1.2337	1.2293	1.2213
504	Morocco	2.1474	1.8275	1.6134	1.5078	1.4549	1.4061	1.3813	1.3541	1.3263	1.3032	1.2834	1.2691	1.2576	1.2484	1.2497	1.2471
729	Sudan	4.2341	3.7067	3.2878	2.9792	2.7355	2.5532	2.3954	2.2483	2.1254	2.0334	1.9416	1.8438	1.7708	1.705	1.6514	1.6032
788	Tunisia	1.9141	1.6455	1.4636	1.3776	1.3489	1.3248	1.3052	1.2942	1.2769	1.2619	1.2498	1.2432	1.233	1.2276	1.2265	1.2193
732	Western Sahara	2.1241	1.816	1.6091	1.4937	1.4314	1.3839	1.3586	1.3301	1.3013	1.2858	1.2717	1.2549	1.2518	1.2383	1.237	1.2271
913	Southern Africa	2.2712	1.9546	1.7386	1.6226	1.5564	1.5026	1.4561	1.4134	1.3764	1.3491	1.3316	1.3102	1.2911	1.2784	1.2605	1.2468
72	Botswana	2.602	2.2314	1.9591	1.7989	1.7007	1.6218	1.5501	1.4983	1.4414	1.4105	1.387	1.3612	1.3355	1.3177	1.3052	1.2898
748	Eswatini	2.6427	2.273	1.9972	1.8248	1.7162	1.6387	1.5674	1.5097	1.4539	1.412	1.3734	1.3511	1.3352	1.3159	1.298	1.276
426	Lesotho	2.8263	2.4476	2.1746	2.0127	1.9023	1.802	1.7164	1.6537	1.5957	1.5453	1.4941	1.4525	1.4192	1.3927	1.3644	1.343
516	Namibia	3.1017	2.7019	2.4031	2.2241	2.0915	1.9747	1.8785	1.7912	1.7054	1.6361	1.5879	1.5336	1.4859	1.4482	1.4097	1.3762
