country_code	name	age	1950-1955	1955-1960	1960-1965	1965-1970	1970-1975	1975-1980	1980-1985	1985-1990	1990-1995	1995-2000	2000-2005	2005-2010	2010-2015	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	0	0.15631692	0.14163491	0.13145839	0.11575029	0.10501854	0.09515438	0.08384863	0.07471443	0.06854115	0.06232486	0.05353772	0.04438734	0.03705316	0.03217785	0.02978412	0.02795406	0.02592646	0.02403063	0.02230088	0.02089335	0.01980039	0.01876807	0.01768554	0.01659066	0.01557854	0.01467807	0.01389196	0.01316691	0.01247685	0.01178619
900	World	1	0.02398308	0.020927	0.01945446	0.01552607	0.01351722	0.01153516	0.01000458	0.00867657	0.00757288	0.00677196	0.00558959	0.00439573	0.00344811	0.0027971	0.00254118	0.0025991	0.00248843	0.00236365	0.0022262	0.00209876	0.001995	0.00189799	0.00179237	0.00167681	0.00156058	0.00145008	0.00134867	0.00125474	0.00116345	0.00107362
900	World	5	0.00546006	0.00494754	0.0048704	0.00380447	0.00351062	0.00301854	0.00268378	0.00245619	0.00220222	0.00199433	0.00178922	0.0015977	0.00133731	0.00113932	0.00104408	0.00106369	0.00105005	0.00100961	0.00096041	0.00090783	0.0008603	0.0008204	0.00078183	0.00074019	0.00069636	0.00065088	0.00060813	0.00056926	0.00053315	0.00049744
900	World	10	0.00333005	0.00303964	0.00299285	0.00242051	0.00209506	0.00189945	0.00164541	0.00147061	0.00135421	0.0012275	0.00112525	0.00101641	0.00089759	0.00078972	0.00072234	0.00069352	0.00068531	0.00067001	0.00064136	0.00060942	0.00057672	0.00054651	0.000521	0.00049679	0.00047195	0.00044498	0.00041743	0.00039171	0.00036851	0.00034667
900	World	15	0.00431761	0.00372426	0.00356088	0.00307588	0.00282462	0.00251712	0.00221265	0.00202051	0.00193781	0.00179255	0.00161951	0.00148031	0.00135444	0.00125177	0.00119924	0.00111465	0.00106594	0.00105531	0.00103388	0.00099275	0.00094847	0.00090206	0.00086043	0.00082665	0.00079644	0.00076326	0.00072674	0.00068967	0.00065531	0.00062338
900	World	20	0.00595568	0.00502283	0.00478012	0.00421605	0.00382807	0.00334167	0.0030706	0.00278377	0.00261053	0.00250032	0.00233407	0.0021212	0.00189744	0.00178004	0.00174022	0.00164377	0.00156908	0.00150574	0.00149662	0.00147356	0.00142129	0.00136132	0.00129774	0.00123977	0.00119414	0.00115121	0.00110343	0.0010509	0.00099748	0.00094599
900	World	25	0.00645997	0.00539208	0.00520616	0.00457169	0.00412371	0.00355261	0.00327165	0.00303419	0.00286255	0.00271778	0.00261517	0.00241823	0.00211771	0.00191994	0.00191177	0.00180105	0.00174411	0.00166534	0.00159659	0.00158336	0.0015579	0.00150149	0.00143798	0.00136988	0.0013089	0.00125805	0.00120991	0.00115746	0.00110052	0.00104098
900	World	30	0.00711439	0.00592662	0.00566035	0.00502864	0.00453184	0.00389242	0.00360056	0.00336001	0.00332634	0.00309758	0.00295113	0.00280877	0.00249066	0.00222557	0.00219289	0.00204366	0.00198821	0.00192592	0.00183879	0.00176249	0.00174823	0.0017195	0.00165719	0.00158688	0.00151341	0.00144512	0.00138755	0.0013333	0.00127457	0.00120893
900	World	35	0.00829385	0.00720198	0.00677195	0.00596978	0.00542994	0.00480075	0.00432387	0.00404486	0.00398673	0.00386594	0.00359582	0.00332524	0.00305997	0.00278693	0.00279664	0.00246698	0.00241773	0.00235003	0.00227291	0.0021685	0.00207924	0.00206062	0.00202462	0.00194835	0.00186555	0.00177683	0.00169371	0.00162307	0.00155638	0.00148221
900	World	40	0.01040145	0.00943679	0.00904311	0.0078238	0.00713221	0.0064255	0.00593827	0.00534203	0.00528528	0.00510298	0.00485442	0.00434675	0.00398524	0.00369282	0.00382037	0.00332113	0.00314948	0.00307166	0.00297719	0.00287572	0.00274988	0.00264149	0.00261762	0.00256938	0.00247541	0.00237163	0.00226002	0.00215474	0.00206436	0.0019757
900	World	45	0.01357279	0.01222986	0.0120631	0.01068593	0.00967028	0.00883522	0.00825443	0.00762152	0.00721647	0.00700343	0.00668296	0.00634097	0.0055574	0.00506257	0.00533208	0.00466335	0.00441714	0.00418897	0.00408049	0.00394988	0.00381621	0.00365379	0.00351393	0.00348028	0.0034162	0.00329106	0.00315356	0.0030053	0.00286548	0.00274218
900	World	50	0.01908045	0.01750869	0.01678512	0.01539268	0.01413253	0.01279221	0.01209928	0.01117301	0.01077045	0.01000439	0.00970716	0.00910324	0.0084146	0.00761678	0.00788745	0.00689654	0.00660686	0.00625219	0.00592791	0.0057643	0.00558342	0.00540022	0.00518056	0.0049915	0.00495	0.00486426	0.0046948	0.00450826	0.00430743	0.00411463
900	World	55	0.02664057	0.02445981	0.02364514	0.02148304	0.02033606	0.0185141	0.01742481	0.01628082	0.01567201	0.01491061	0.01361074	0.01283758	0.01221583	0.0115863	0.01188769	0.01004209	0.00970893	0.009303	0.00879229	0.00833159	0.00812352	0.00786965	0.00759407	0.00726413	0.00698244	0.00690873	0.00677598	0.00652546	0.00625554	0.00596259
900	World	60	0.04007095	0.03742964	0.03593449	0.03317853	0.03091493	0.02886522	0.02713541	0.02522096	0.02435709	0.02297118	0.0215761	0.01960948	0.01852451	0.01757334	0.01856199	0.01530466	0.0143915	0.01383817	0.0132021	0.01246736	0.01182925	0.01152286	0.0111651	0.01078671	0.01034345	0.00996568	0.00988136	0.00970585	0.00936879	0.00899885
900	World	65	0.05679706	0.05393488	0.05230284	0.04873139	0.04585421	0.04220887	0.04063532	0.03797042	0.03615106	0.03440659	0.03223895	0.03007112	0.02729046	0.02582826	0.02725107	0.02304009	0.02132529	0.02007553	0.01934986	0.01851503	0.01753922	0.01669057	0.01632123	0.01586383	0.01536829	0.01477444	0.01428505	0.01421402	0.01401247	0.01356944
